FluorCam7 Kinetics Export File
-----------------------------------
[us]	[°C]	B1	A3	C3	C2	C1	D3	D2	D1	C4	C5	C6	D4	D5	D6	B5	B6	A4	A5	A6	E1	F5	E5	E6	F1	F2	E2	E3	F3	E4	F4	B2	A1	A2	B3	B4
1080180000	37.01	53.679	60.195	101.974	102.256	87.120	99.419	81.838	76.983	85.043	67.388	81.718	88.906	84.615	77.744	74.060	69.226	57.027	51.327	37.727	95.487	95.284	88.085	81.795	83.590	113.316	106.701	84.402	127.957	101.726	111.521	67.818	49.553	48.382	52.597	64.755
1110020000	37.34	59.205	57.938	106.325	103.897	92.667	92.291	87.256	82.376	79.410	70.379	80.974	88.154	82.077	81.034	75.325	68.043	51.973	50.327	41.424	100.154	93.664	89.256	76.154	89.256	108.538	100.427	86.120	136.256	98.077	118.145	68.655	55.377	45.868	53.970	60.255
1110060000	37.34	54.670	57.044	102.359	100.846	84.410	103.786	86.368	74.436	77.932	64.121	76.718	89.513	86.000	75.906	74.521	71.261	57.699	49.809	43.636	99.111	90.526	90.906	76.265	82.940	114.786	103.179	84.632	130.462	102.111	113.991	65.400	52.719	43.382	57.134	62.637
1110100000	37.34	54.393	57.504	103.265	109.162	89.462	95.197	82.855	77.103	78.342	68.017	78.718	90.769	86.214	80.427	74.829	64.539	53.425	49.191	42.364	100.504	88.991	89.291	71.590	87.872	114.274	104.778	82.906	135.137	98.709	112.607	70.664	55.263	50.553	53.224	65.245
1110140000	37.34	55.875	55.938	103.479	100.436	88.068	96.923	80.385	76.701	77.444	69.629	82.419	97.325	82.650	73.342	71.769	65.643	59.354	49.273	37.051	100.744	85.250	86.017	78.932	94.692	114.103	102.427	83.128	128.897	97.718	112.795	66.355	58.798	49.132	53.567	61.647
1110180000	37.34	53.464	53.496	104.769	100.145	84.265	95.239	86.838	77.248	85.120	67.672	81.906	95.444	82.402	84.000	73.017	71.365	60.947	48.736	39.364	98.274	95.759	85.957	80.949	87.470	121.111	104.154	85.667	129.538	103.615	117.957	69.645	57.640	43.711	64.537	64.745
1140020000	37.68	51.295	61.027	102.607	103.462	88.009	94.803	87.239	75.812	86.410	71.819	77.094	96.316	87.564	83.051	79.205	68.078	57.265	46.382	45.253	98.333	98.466	82.821	79.897	91.718	112.726	103.470	84.282	132.641	108.111	119.966	73.845	54.272	47.750	56.224	73.265
1140060000	37.68	49.509	57.646	98.376	99.171	86.803	97.299	77.547	75.282	83.658	73.931	78.470	93.051	87.128	76.846	80.026	65.270	60.664	53.536	42.545	97.479	96.879	93.991	74.154	83.085	109.188	97.513	82.350	131.419	103.846	117.607	69.364	55.149	43.145	50.851	69.176
1140100000	37.68	50.384	52.336	105.034	103.239	90.701	96.940	81.991	81.530	82.282	72.983	75.821	95.650	87.581	79.000	78.590	64.017	54.867	52.909	42.162	105.162	93.560	90.043	78.863	82.436	115.564	101.154	83.957	126.573	98.735	115.068	71.045	56.789	44.987	58.269	65.951
1140140000	37.68	51.259	58.080	101.308	100.949	88.906	99.812	90.291	77.034	81.393	65.862	74.872	91.111	81.521	77.248	74.983	65.591	53.690	53.755	41.788	103.350	90.103	88.068	78.068	88.607	114.855	102.718	85.821	129.632	106.966	112.376	62.873	54.860	49.079	58.507	69.755
1140180000	37.68	56.714	59.389	99.256	107.179	88.556	91.650	78.479	76.265	81.256	70.078	77.205	95.752	85.393	71.684	75.829	69.757	56.584	49.527	37.929	95.145	90.828	87.547	75.863	83.846	115.983	102.735	83.641	132.325	99.889	114.863	69.609	55.018	44.697	56.642	66.569
1170020000	38.02	55.098	60.664	105.299	97.291	89.043	97.171	84.427	75.085	81.325	74.586	82.188	96.145	87.983	81.803	75.231	68.261	54.239	56.155	43.970	96.718	97.328	89.342	79.419	86.573	112.607	100.145	90.581	128.573	102.017	119.598	68.200	53.956	46.605	58.015	62.765
1170060000	38.02	56.562	54.841	105.179	96.650	87.145	96.701	86.470	79.060	77.991	69.776	81.436	91.778	86.342	79.632	79.453	64.383	56.805	47.109	42.313	99.530	91.629	85.564	70.718	89.017	115.350	102.291	81.658	128.752	98.308	115.829	73.291	55.000	51.895	58.134	69.000
1170100000	38.02	57.250	61.115	104.932	100.838	92.239	103.735	81.256	82.641	81.855	71.560	73.658	93.838	84.291	82.855	74.718	67.278	56.549	47.955	40.545	102.667	94.500	83.889	76.915	90.607	112.145	104.111	83.368	128.402	101.274	119.009	65.845	60.412	46.553	56.194	65.137
1170140000	38.02	56.045	50.611	103.846	97.291	88.368	96.761	80.692	74.547	87.393	73.345	75.821	97.120	85.615	81.607	73.726	63.452	54.796	49.145	43.040	98.205	88.828	86.650	77.410	87.880	110.957	98.906	82.650	130.128	106.162	120.410	65.800	52.623	40.539	57.537	66.186
1170180000	38.02	59.527	59.885	104.880	97.111	90.684	96.709	87.179	78.855	83.333	68.603	72.316	95.051	82.590	75.376	73.265	65.843	58.814	45.809	36.636	96.701	93.853	94.085	78.838	87.342	109.547	100.675	85.342	130.026	101.906	109.530	63.645	55.263	41.276	59.925	68.657
1200020000	38.35	55.643	57.177	103.940	97.957	88.726	99.282	79.402	74.462	79.547	73.621	82.171	91.752	86.752	80.752	75.222	66.930	51.602	49.436	42.485	98.855	92.009	83.966	77.402	84.162	114.795	102.940	81.590	132.350	106.359	117.701	67.918	54.377	47.658	58.925	66.500
1200060000	38.35	58.768	59.027	107.154	103.017	91.111	102.299	79.368	74.650	81.658	72.009	81.590	92.821	88.291	80.333	76.718	66.400	55.212	50.445	44.586	98.624	92.931	88.368	81.624	84.316	117.188	105.564	91.966	136.915	100.060	119.094	71.218	54.825	42.829	51.687	68.696
1200100000	38.35	50.848	57.389	101.607	101.077	89.479	97.897	85.479	75.752	79.342	71.259	79.026	95.350	89.077	78.274	74.607	66.539	56.779	49.364	42.434	103.137	92.078	90.821	83.846	88.274	117.607	105.496	84.239	131.974	97.641	114.291	73.173	55.465	46.526	55.060	69.196
1200140000	38.35	55.009	57.903	100.128	101.556	88.308	96.966	80.692	72.650	78.607	71.966	81.752	88.761	86.795	77.889	73.632	69.661	58.283	52.273	41.869	99.444	96.491	89.650	75.983	83.487	116.949	99.812	89.701	132.744	97.744	113.564	69.627	57.342	43.671	54.537	61.755
1200180000	38.35	51.062	58.788	107.077	96.521	91.778	101.333	83.590	76.855	85.402	72.198	79.470	92.761	84.342	77.846	78.863	65.678	57.115	52.700	42.475	102.188	91.319	85.726	76.957	85.598	109.889	101.188	83.376	130.453	99.615	119.615	64.200	54.360	47.829	60.597	67.569
1230020000	38.68	57.652	58.991	107.026	99.949	91.325	99.932	80.256	78.231	82.231	70.784	77.154	92.120	89.111	72.530	80.564	66.391	57.805	48.109	38.919	102.188	96.336	90.034	78.880	85.795	110.085	99.573	86.923	128.940	101.624	118.991	67.136	51.895	42.421	59.149	72.431
1230060000	38.68	54.598	58.770	106.103	91.650	91.880	102.530	85.812	76.333	81.385	68.112	81.735	94.385	86.222	79.077	74.333	65.548	54.053	49.191	43.030	100.470	95.871	87.316	71.915	91.769	117.427	104.658	83.154	133.359	108.017	115.556	61.755	57.658	42.618	58.015	66.510
1230100000	38.68	54.884	53.372	100.735	92.462	89.154	98.402	82.675	71.530	80.795	71.724	80.282	89.658	82.641	86.632	76.026	64.817	54.035	50.136	39.747	99.923	96.440	88.077	78.479	84.504	111.889	104.701	81.496	131.376	103.547	118.932	67.245	58.500	47.289	51.985	65.765
1230140000	38.68	54.643	53.796	100.197	102.060	90.026	97.017	85.581	77.094	81.145	71.267	77.675	93.410	86.761	80.453	72.863	64.322	53.602	48.409	36.667	98.786	93.414	86.812	74.675	81.188	117.171	101.521	84.427	126.752	107.103	115.838	67.436	49.781	48.237	55.881	65.598
1230180000	38.68	53.268	52.690	102.915	100.282	83.752	101.051	78.444	74.761	82.350	72.379	81.171	93.068	83.521	83.444	70.248	63.200	52.708	46.455	45.455	98.923	91.716	86.068	77.513	84.684	110.897	101.838	83.068	129.880	100.692	113.615	64.609	55.632	44.118	53.627	61.843
1260020000	39.02	52.473	57.929	102.496	99.709	91.906	99.718	83.325	81.000	82.940	67.966	80.359	96.778	84.034	81.479	72.436	69.339	54.062	50.964	38.222	104.641	94.983	87.197	79.983	83.556	113.538	102.932	85.162	131.248	100.368	116.009	72.591	58.982	43.447	58.104	64.647
1260060000	39.02	49.670	64.487	103.709	94.650	89.359	96.368	85.556	73.761	81.009	72.655	82.598	90.632	87.846	78.162	77.043	69.087	55.133	52.018	44.051	96.709	97.922	82.855	76.060	89.718	110.624	101.308	85.590	132.393	105.214	114.812	65.500	55.342	42.263	61.925	68.294
1260100000	39.02	57.946	59.336	100.137	95.966	90.966	100.051	82.479	78.949	81.769	69.440	81.179	94.128	88.231	80.197	73.957	63.148	53.168	51.382	39.253	102.402	93.440	86.436	79.607	89.521	114.513	103.940	78.786	124.915	100.171	117.684	67.145	54.693	46.395	60.866	62.461
1260140000	39.02	53.384	56.283	104.709	96.615	88.402	99.043	78.821	76.060	83.171	69.690	78.026	94.786	88.735	82.735	72.701	67.887	57.274	47.355	36.677	96.111	91.784	87.256	78.744	87.427	112.564	99.889	87.214	124.513	102.709	118.145	69.900	48.789	43.895	54.955	65.588
1260180000	39.02	52.893	55.938	99.718	93.205	84.966	96.179	83.359	79.530	83.350	71.828	77.402	96.197	83.145	79.778	78.786	63.052	56.133	47.009	37.162	100.393	92.534	88.051	76.427	85.427	118.983	98.197	81.256	127.573	101.889	117.333	69.055	55.430	43.776	56.373	63.627
1290020000	39.34	58.054	57.265	107.829	101.983	84.632	98.761	82.376	71.564	79.573	69.362	73.983	96.017	88.256	82.530	79.436	67.113	54.186	48.955	43.727	102.744	95.526	89.957	76.530	90.162	114.299	106.291	87.701	136.333	101.068	117.923	71.800	52.456	42.092	59.582	68.147
1290060000	39.34	53.536	61.593	106.393	98.957	92.060	102.991	83.957	76.120	83.667	73.595	76.316	97.983	85.667	78.573	67.376	66.000	55.540	48.373	36.505	101.795	94.759	87.085	73.778	85.778	115.624	94.171	88.530	136.197	102.923	115.026	64.591	53.553	40.421	63.075	70.098
1290100000	39.34	52.759	56.717	107.650	99.863	88.299	99.316	82.368	71.103	79.068	67.819	75.385	94.974	85.496	77.915	76.932	66.122	55.239	50.945	41.263	93.231	96.810	89.120	76.009	87.735	118.641	100.376	85.547	127.162	105.513	121.248	67.009	54.360	46.408	60.493	65.108
1290140000	39.34	51.509	56.814	97.829	98.556	86.675	100.222	81.299	72.590	78.581	74.095	74.265	89.376	87.923	78.393	79.103	69.104	55.124	47.573	45.040	93.402	94.034	89.043	79.000	88.188	116.726	100.487	82.521	125.376	102.590	117.803	70.536	52.000	47.974	55.164	67.412
1290180000	39.34	52.223	59.814	103.658	96.769	88.692	99.376	79.547	76.145	83.641	67.371	82.128	91.769	80.256	78.940	74.769	63.930	52.265	49.209	42.192	97.026	93.138	91.991	76.333	83.590	115.188	102.308	79.085	129.778	100.393	116.308	65.409	56.105	39.763	56.328	68.284
1320020000	39.66	55.795	63.982	111.479	95.803	82.974	94.761	81.915	78.735	83.359	73.353	81.803	96.325	89.863	81.735	74.590	66.078	57.752	48.818	41.737	95.504	92.974	92.573	84.128	86.359	117.889	98.692	75.538	127.726	108.043	117.632	67.873	51.904	47.237	58.910	67.304
1320060000	39.66	54.670	59.628	101.547	103.393	88.308	96.855	83.214	79.043	80.231	71.241	76.350	93.000	86.214	76.197	73.444	68.270	51.885	52.955	38.505	94.897	89.259	87.538	75.137	86.214	115.581	101.872	86.880	133.068	101.419	111.812	71.545	55.114	48.934	60.149	62.657
1320100000	39.66	57.786	60.150	106.795	106.231	92.026	94.197	83.650	76.991	76.368	69.750	77.718	88.325	83.726	80.077	79.419	67.757	58.080	56.300	38.010	98.120	95.147	84.786	75.385	88.744	118.026	101.444	83.538	130.675	102.453	111.085	67.845	54.789	45.868	62.000	65.137
1320140000	39.66	51.036	54.752	99.658	98.829	91.718	101.778	83.692	74.897	78.333	69.241	76.308	92.496	85.000	82.368	77.325	68.417	51.106	49.145	41.848	98.897	90.216	84.017	81.547	90.752	117.103	99.402	77.009	129.880	97.325	113.214	66.855	55.342	45.868	58.896	65.667
1320180000	39.66	53.491	54.549	108.615	104.043	91.342	101.838	87.231	76.487	80.521	73.586	77.393	92.248	85.880	80.214	76.274	67.130	56.451	47.273	39.040	102.128	94.759	85.197	74.538	90.137	113.256	97.675	83.590	131.915	103.077	117.342	71.227	55.719	42.408	59.045	72.598
1350020000	40.00	50.491	58.602	103.778	103.530	88.581	97.863	82.308	76.966	84.026	68.741	73.393	91.915	87.940	79.906	82.291	66.278	59.071	51.327	44.970	97.752	101.207	89.496	73.778	87.060	115.000	102.197	85.205	134.137	101.496	117.538	66.164	58.912	44.947	56.672	69.235
1350060000	40.00	52.554	56.796	105.060	102.786	87.128	99.590	82.179	76.453	78.419	64.690	78.154	92.786	79.308	76.299	77.444	68.183	52.673	47.536	44.111	100.744	92.147	89.231	72.222	86.282	116.470	102.590	83.171	129.940	96.752	119.410	69.827	54.114	41.421	52.448	66.588
1350100000	40.00	51.670	54.460	109.650	98.479	88.462	94.308	83.231	69.111	83.513	70.603	80.752	92.034	90.496	78.017	77.479	68.235	55.699	51.291	41.293	101.308	95.957	88.701	77.983	86.974	116.547	101.709	83.684	130.453	100.051	114.735	67.264	49.649	46.408	55.463	66.520
1350140000	40.00	57.348	60.602	100.291	102.624	93.402	98.812	80.598	78.265	75.521	69.716	74.829	93.846	84.017	79.564	74.838	67.426	57.257	47.873	42.697	105.726	93.233	84.812	73.949	81.632	115.197	100.786	82.607	129.419	100.043	116.923	65.673	51.140	44.618	56.000	66.402
1350180000	40.00	52.429	55.540	104.632	98.368	88.846	96.761	80.368	77.145	85.983	71.569	79.556	94.385	86.906	82.299	76.145	68.383	58.832	52.736	40.758	103.316	91.388	86.650	75.940	84.291	117.590	106.222	82.718	132.436	102.325	114.427	66.273	52.079	45.145	67.179	62.784
1380020000	40.32	56.884	60.558	103.299	97.402	88.385	99.607	82.274	80.265	77.923	74.267	79.496	92.496	79.410	82.709	84.470	70.704	55.487	56.245	42.717	98.137	98.948	90.026	81.162	89.786	113.393	101.957	83.829	133.778	99.632	119.615	65.336	50.307	46.329	60.746	64.167
1380060000	40.32	56.875	59.885	105.573	102.274	89.795	99.274	82.214	83.197	79.419	68.871	81.983	97.538	90.333	77.051	81.239	72.922	59.779	46.936	40.636	106.538	92.388	91.051	79.325	89.376	106.598	105.026	85.410	128.795	104.034	119.752	66.591	57.632	44.697	54.358	67.804
1380100000	40.32	54.982	59.584	106.547	106.504	87.239	100.513	81.812	80.470	79.325	71.009	82.068	86.709	81.308	78.128	77.316	70.096	51.531	51.936	39.333	98.077	85.681	87.726	75.487	84.923	115.479	106.897	80.179	127.795	99.769	112.650	70.927	57.140	49.395	57.090	62.412
1380140000	40.32	56.366	60.071	102.803	99.581	89.496	101.752	82.932	77.111	83.282	70.845	81.068	96.393	87.274	79.111	76.436	67.591	58.292	54.882	39.960	94.299	93.966	93.761	76.889	86.402	110.462	101.265	85.248	127.009	95.701	114.333	63.782	54.351	47.132	59.194	65.882
1380180000	40.32	51.625	62.354	103.462	93.120	90.991	98.436	83.632	74.966	77.436	73.276	76.137	89.897	86.692	85.350	80.444	67.296	59.142	46.891	42.879	96.966	94.216	88.641	79.496	82.667	112.812	99.573	80.778	128.727	102.137	116.573	66.091	55.211	41.882	53.881	61.441
1410020000	40.66	57.982	60.611	108.487	95.991	92.932	100.821	82.197	76.368	82.932	73.690	82.026	95.855	88.897	81.111	79.350	69.374	59.796	56.718	42.101	106.333	97.422	93.359	80.444	92.256	114.812	104.000	83.889	127.128	102.530	122.103	74.000	58.088	48.408	60.149	63.892
1410060000	40.66	54.812	57.062	108.761	99.590	87.530	98.897	83.778	78.470	86.812	71.879	79.462	93.231	85.641	80.957	74.171	65.296	59.283	49.391	42.596	98.487	93.164	92.282	74.769	90.291	115.949	107.239	80.530	129.727	107.085	118.855	71.900	59.430	44.026	60.179	69.529
1410100000	40.66	57.339	63.345	99.855	99.932	89.966	98.624	79.325	82.231	81.350	71.310	77.393	95.034	86.932	80.615	75.333	63.426	51.637	56.182	45.253	100.128	90.328	88.385	71.726	86.239	113.350	103.333	83.274	130.615	100.060	118.744	65.891	55.816	50.000	59.343	66.990
1410140000	40.66	59.893	59.788	105.658	104.496	85.137	98.393	84.496	74.581	84.761	72.112	78.171	97.179	85.803	86.239	76.385	68.383	53.850	48.673	41.788	100.632	89.552	89.197	76.897	89.385	113.966	98.889	83.513	129.034	98.897	116.701	73.518	55.018	47.066	57.179	64.373
1410180000	40.66	52.509	52.982	100.128	99.282	93.248	98.462	84.231	82.453	83.000	68.974	74.581	95.026	81.803	80.368	74.222	65.939	56.381	51.264	42.222	100.829	93.819	88.162	74.410	89.308	115.521	107.419	82.410	126.171	103.214	117.889	66.664	59.377	51.355	59.672	68.500
1440020000	41.01	55.500	56.770	106.222	99.846	90.060	100.470	84.385	77.761	82.333	74.000	81.222	98.462	85.966	79.752	77.880	68.470	58.106	51.473	46.949	98.897	96.612	86.872	76.769	91.316	116.974	101.761	83.248	135.744	107.991	118.171	64.209	56.158	40.408	56.701	65.794
1440060000	41.01	55.696	56.239	105.282	100.368	86.821	97.906	87.547	79.265	82.855	71.336	82.299	98.128	85.615	76.897	74.205	69.096	54.717	51.464	45.030	101.923	89.069	89.402	77.162	86.034	112.436	103.299	81.769	132.017	106.333	117.872	69.909	59.035	48.355	56.687	71.784
1440100000	41.01	55.696	54.602	101.248	101.282	91.291	97.316	80.573	77.812	83.863	71.155	88.043	96.744	88.265	81.726	73.179	67.826	56.664	55.291	41.394	95.427	90.767	87.692	78.607	90.701	109.282	102.735	81.359	130.983	99.171	118.274	69.618	56.667	44.539	56.582	70.931
1440140000	41.01	47.098	52.726	100.487	99.402	84.880	98.949	79.342	74.564	82.701	65.129	76.231	92.863	84.299	74.009	74.812	62.791	54.354	47.691	39.869	102.171	95.129	89.487	74.906	86.085	114.590	99.778	82.538	132.145	95.402	112.026	64.291	50.947	42.355	62.269	62.902
1440180000	41.01	50.652	59.708	104.197	96.701	88.342	97.983	82.368	73.829	86.256	71.491	81.650	90.564	90.350	81.265	72.889	65.087	55.053	53.400	39.788	97.120	96.388	86.274	74.154	88.769	113.615	101.085	81.179	126.761	100.239	115.675	64.382	53.974	46.961	58.746	62.235
1470020000	41.34	53.438	54.071	106.350	98.120	87.026	101.188	84.154	78.265	84.846	71.103	80.872	94.308	89.342	81.675	82.880	74.061	56.673	52.509	41.606	99.598	98.500	88.650	79.974	85.735	110.564	102.590	85.342	135.897	102.692	115.983	76.764	57.228	46.789	52.642	71.520
1470060000	41.34	51.545	60.071	104.000	99.991	85.248	95.214	78.726	79.462	86.282	73.560	79.821	93.974	85.385	83.778	78.590	71.052	58.053	53.445	41.768	94.556	96.250	86.316	75.564	84.274	112.316	104.812	80.761	134.308	104.205	114.991	66.400	52.588	48.118	60.254	65.755
1470100000	41.34	52.455	54.743	99.538	103.761	89.932	96.658	81.402	75.615	80.256	69.233	79.103	95.829	87.590	81.838	78.077	69.148	58.920	54.127	45.687	100.786	92.759	93.564	76.068	91.581	110.940	99.068	83.803	132.085	98.274	116.915	63.936	54.298	49.697	58.164	65.912
1470140000	41.34	54.920	58.478	108.205	101.197	90.991	98.556	84.043	82.171	81.128	72.500	82.068	93.188	85.949	84.573	76.402	70.104	57.885	51.809	39.545	96.419	91.991	88.812	81.179	87.017	110.299	100.504	84.436	129.932	103.735	115.812	64.209	58.009	43.974	65.209	66.559
1470180000	41.34	50.705	54.938	99.752	96.923	84.265	99.444	84.000	75.103	76.932	73.216	76.940	94.949	91.957	79.427	73.359	66.678	55.761	50.327	44.131	95.940	92.422	95.855	75.214	84.009	108.479	92.556	81.573	131.496	101.368	117.205	64.400	54.561	45.158	55.851	65.941
1500020000	41.67	53.554	55.628	109.120	99.513	91.974	96.419	81.906	83.376	83.316	75.276	83.333	93.188	86.299	81.188	75.590	66.496	60.345	50.064	46.596	101.803	95.750	89.957	79.504	90.094	112.974	104.034	88.752	133.282	102.350	127.120	65.036	57.842	47.000	54.836	70.961
1500060000	41.67	56.732	54.460	105.282	103.812	85.496	94.786	80.752	77.171	86.504	73.388	78.769	94.855	83.419	79.863	78.009	67.400	57.540	49.655	44.889	99.641	93.190	88.051	74.017	88.556	113.803	100.846	85.513	129.581	101.855	122.120	71.364	58.807	50.368	57.925	68.873
1500100000	41.67	56.982	53.150	103.222	100.812	86.615	97.120	82.556	80.496	83.846	79.026	80.376	93.128	90.060	82.068	75.846	69.739	56.726	50.727	44.808	99.846	100.078	88.385	79.094	88.111	113.214	103.803	75.427	130.299	96.043	119.094	71.027	59.439	47.921	53.731	59.598
1500140000	41.67	51.732	55.035	106.316	96.667	90.641	99.863	80.735	80.838	84.171	76.069	75.162	98.915	94.256	81.966	75.256	65.983	58.168	53.727	44.343	98.701	94.466	95.393	81.009	86.359	114.521	101.239	82.915	127.462	98.581	115.214	66.245	61.193	44.184	53.672	61.461
1500180000	41.67	53.062	56.336	101.675	104.650	88.462	100.889	81.274	77.795	83.128	68.957	75.684	95.308	82.291	81.573	73.026	68.391	57.186	50.255	34.909	99.692	90.440	87.966	70.932	89.120	118.470	103.188	84.641	129.675	99.487	122.838	73.509	57.158	45.171	52.746	63.980
1530020000	42.01	56.571	61.319	103.556	103.684	92.803	100.880	87.145	81.607	82.094	73.741	83.872	92.615	84.231	77.333	77.282	67.087	59.478	54.382	44.465	97.718	93.922	93.479	80.556	85.043	110.128	104.684	89.880	132.718	103.726	119.632	74.445	58.281	45.289	62.209	67.833
1530060000	42.01	56.009	64.699	108.769	103.838	88.803	103.786	83.632	82.034	86.017	73.112	83.197	99.444	88.838	83.359	73.863	70.130	56.885	50.027	42.495	105.444	92.353	92.427	78.299	86.897	113.709	101.128	83.197	132.769	99.419	118.573	69.418	58.719	45.013	56.104	67.049
1530100000	42.01	50.482	57.673	107.726	102.188	84.880	97.350	80.632	81.376	84.709	71.500	79.222	92.530	83.573	83.462	70.479	64.591	58.903	48.173	39.364	99.778	88.819	89.222	76.889	85.068	113.521	99.573	80.940	135.846	100.863	121.222	65.455	52.868	41.605	63.179	62.863
1530140000	42.01	56.911	56.673	103.145	98.786	89.248	101.385	81.897	81.615	83.658	69.655	77.632	96.120	84.487	85.197	77.812	67.791	60.265	51.673	43.424	102.017	97.069	85.350	77.316	86.838	114.855	101.077	87.846	124.410	98.726	121.274	67.145	53.132	48.566	57.328	62.853
1530180000	42.01	52.446	63.478	107.786	104.051	85.701	95.205	78.880	78.726	80.026	69.819	76.239	96.248	83.009	85.103	74.812	68.957	54.894	50.255	38.717	101.350	93.138	91.128	72.231	86.923	113.872	103.940	88.214	131.752	96.855	116.615	67.273	51.316	47.895	56.970	63.637
1560020000	42.34	58.277	55.398	108.068	103.120	88.573	98.855	84.068	74.709	78.974	76.069	86.214	98.453	91.350	81.692	78.906	70.374	54.336	56.891	43.717	99.641	93.810	91.231	77.385	87.179	117.274	101.419	86.128	134.803	100.274	122.521	69.509	59.640	47.737	63.806	69.088
1560060000	42.34	54.036	55.982	107.530	99.094	85.658	100.573	84.581	72.983	81.256	70.603	80.624	96.487	86.932	80.769	77.376	70.157	57.195	48.164	39.939	100.453	95.147	90.821	77.205	91.966	114.718	106.581	85.034	134.735	101.479	119.402	64.945	51.123	43.316	53.493	67.980
1560100000	42.35	54.375	57.796	103.316	99.111	88.359	99.145	86.427	79.145	80.752	69.060	82.051	95.026	85.915	83.077	78.350	72.548	55.345	49.600	43.202	101.838	90.707	89.000	79.718	90.000	120.402	105.624	80.983	132.273	100.060	115.103	69.264	56.711	45.526	57.776	62.657
1560140000	42.35	53.009	59.389	105.607	102.043	90.632	99.419	84.855	77.803	81.256	69.422	79.530	99.966	87.470	79.256	79.214	65.983	59.619	49.736	43.828	104.103	96.336	91.957	74.906	86.197	107.162	99.427	79.752	131.803	103.222	119.991	69.618	55.193	49.513	59.403	71.716
1560180000	42.35	53.214	61.310	104.829	97.667	91.530	96.009	87.547	75.496	80.154	74.922	80.598	96.103	82.906	81.282	75.145	65.609	56.664	48.709	43.556	99.479	96.457	89.085	80.863	89.385	112.863	97.385	85.034	131.316	96.256	110.744	63.191	56.500	41.355	61.463	65.843
1590020000	42.68	52.670	54.496	108.231	105.128	88.333	97.906	79.308	78.325	86.513	72.776	82.658	99.838	86.043	80.410	74.778	68.243	61.372	52.655	41.444	100.880	93.698	87.154	78.043	85.735	119.299	100.846	84.803	135.641	104.120	119.855	71.573	52.684	48.934	58.015	68.235
1590060000	42.68	54.304	63.301	102.530	101.769	92.051	99.590	84.453	77.427	79.188	65.871	78.197	97.026	86.966	78.000	74.197	64.504	52.929	49.700	39.364	100.179	95.534	88.094	77.496	84.957	116.385	101.128	84.590	135.154	98.470	126.051	73.700	62.175	43.855	63.239	67.784
1590100000	42.68	61.830	54.982	101.778	98.530	92.094	102.701	83.128	82.248	80.214	72.164	77.000	95.607	89.564	80.855	74.051	66.774	62.292	55.373	41.566	101.778	91.655	89.923	77.786	86.547	115.726	110.718	85.838	131.957	103.479	123.504	65.536	59.982	49.184	58.642	66.176
1590140000	42.68	52.286	58.788	104.085	103.598	93.034	101.513	86.316	81.308	83.735	67.897	80.120	93.504	86.359	80.265	69.624	69.009	60.398	51.455	45.707	105.350	93.190	86.410	81.214	85.239	118.000	100.786	86.299	132.419	101.205	116.479	66.509	57.807	44.184	55.955	65.951
1590180000	42.68	58.107	58.257	104.222	98.872	83.872	96.085	82.812	73.897	82.145	67.966	77.427	94.829	84.068	80.838	73.564	67.304	57.788	52.245	39.566	96.932	87.853	86.308	76.940	84.966	114.376	97.350	84.547	134.940	99.940	118.043	71.082	56.368	42.618	57.075	70.020
1620020000	43.00	53.661	63.381	100.650	103.051	85.701	99.487	81.812	75.085	81.402	71.724	81.598	94.479	93.299	81.350	79.205	70.217	64.257	55.545	42.475	97.667	92.802	91.077	77.726	94.615	118.957	107.607	84.735	137.350	99.803	126.043	67.773	56.526	49.184	61.806	71.078
1620060000	43.00	57.830	56.956	101.231	101.726	87.795	95.120	86.573	83.641	80.906	69.638	78.103	105.299	85.940	81.316	75.547	74.609	55.257	51.318	42.606	103.214	89.767	90.530	80.137	92.761	115.974	103.427	84.094	138.479	99.462	125.419	70.373	55.053	47.039	52.836	62.088
1620100000	43.00	54.179	56.805	102.188	100.564	85.983	100.547	82.274	75.162	80.359	71.121	79.128	94.111	88.265	80.547	77.282	64.087	55.726	50.373	39.525	104.453	89.586	93.915	74.094	86.966	114.504	97.462	84.376	135.607	96.897	120.581	65.500	59.377	45.026	62.000	75.637
1620140000	43.01	55.598	54.752	103.162	101.581	88.684	97.017	84.393	81.410	79.632	75.259	81.128	97.393	90.607	83.402	82.735	70.730	55.920	54.791	41.222	106.222	94.095	92.957	78.436	86.821	119.402	100.436	80.162	135.214	101.299	120.214	68.445	56.763	47.526	58.866	66.775
1620180000	43.01	57.429	62.885	105.709	103.573	88.077	98.957	82.256	78.009	78.632	70.948	83.444	98.376	90.897	83.145	81.103	73.817	60.018	51.755	43.475	103.128	94.241	88.940	78.795	80.846	121.880	100.949	81.479	137.513	100.684	115.120	66.818	57.000	48.566	61.269	69.578
1650020000	43.33	60.464	56.097	104.538	108.291	92.145	102.231	79.940	77.205	82.761	71.086	78.402	96.641	91.436	83.462	74.359	68.087	54.991	56.391	39.677	105.137	95.431	95.632	75.462	91.479	114.538	102.470	84.308	134.667	103.393	125.846	68.818	60.500	46.382	58.194	69.265
1650060000	43.33	56.866	54.540	102.726	101.897	83.726	102.752	82.436	81.983	82.162	76.966	75.897	101.350	89.017	83.453	78.000	69.383	54.381	48.945	39.131	107.402	91.776	88.812	79.291	88.333	114.573	99.632	86.316	138.444	102.368	119.752	69.891	58.088	45.829	60.970	65.696
