FluorCam7 Kinetics Export File
-----------------------------------
[us]	[°C]	B1	A3	C3	C2	C1	D3	D2	D1	C4	C5	C6	D4	D5	D6	B5	B6	A4	A5	A6	E1	F5	E5	E6	F1	F2	E2	E3	F3	E4	F4	B2	A1	A2	B3	B4
2760140000	55.70	147.482	150.788	225.111	225.350	180.974	160.402	184.248	179.521	189.769	175.991	190.932	225.863	210.496	201.991	181.248	143.591	128.133	123.082	92.606	215.368	218.871	196.487	178.179	198.966	282.701	216.761	154.761	277.855	231.299	276.479	177.891	124.140	108.000	115.985	175.000
2760180000	55.70	152.250	149.513	224.915	223.667	186.436	152.419	188.436	182.761	197.727	171.552	190.077	233.744	216.462	202.684	178.872	149.383	126.823	124.064	87.444	220.727	213.095	193.880	178.915	203.949	279.145	219.761	154.855	281.197	232.350	286.684	184.273	129.254	113.724	112.030	178.784
2790020000	56.03	153.357	152.389	223.632	220.761	178.256	157.513	188.949	180.427	198.444	170.595	191.974	235.393	210.897	215.145	178.231	146.991	134.106	132.309	89.465	220.897	208.293	191.111	181.786	199.667	279.615	221.265	142.547	271.803	225.718	280.641	194.127	124.351	110.789	104.746	179.735
2790060000	56.03	148.000	149.407	220.060	225.017	179.974	150.239	181.744	181.436	198.291	180.474	183.111	226.325	216.487	206.897	175.846	142.270	129.177	127.736	86.505	214.684	215.629	191.239	175.282	199.214	271.692	212.325	140.803	271.436	232.590	279.795	187.891	123.675	107.434	106.761	176.578
2790100000	56.03	152.625	155.929	213.675	223.137	176.068	157.786	181.265	177.496	195.692	174.483	183.547	227.778	212.667	214.103	178.923	150.452	125.496	125.773	97.111	218.393	202.914	189.111	180.034	198.607	272.795	213.829	144.188	271.923	226.701	279.821	190.455	125.281	118.961	110.463	178.441
2790140000	56.03	139.688	153.593	222.453	222.940	177.179	153.932	181.085	177.171	207.068	173.457	181.222	234.402	213.966	205.897	173.154	147.661	128.752	129.827	88.051	228.778	201.655	193.462	180.385	204.017	275.205	209.915	143.316	276.812	228.778	283.265	192.591	130.947	109.724	106.015	168.863
2790180000	56.03	144.009	151.735	218.179	218.966	175.427	162.410	184.162	172.906	197.940	173.983	183.991	230.521	216.889	204.889	175.786	149.504	129.080	130.255	83.949	217.427	209.026	193.556	175.991	195.940	274.812	211.658	145.949	276.248	229.214	278.265	181.609	122.921	118.408	106.687	172.127
2820020000	56.37	147.500	157.823	226.556	221.581	178.846	155.376	185.316	176.949	194.650	167.690	185.291	234.282	219.068	214.248	170.957	151.739	137.319	120.836	93.020	214.573	207.414	187.350	173.402	199.966	271.197	210.650	136.214	272.068	227.744	272.239	187.473	133.518	108.724	103.612	169.990
2820060000	56.37	147.062	150.186	220.521	219.154	175.667	149.709	182.436	172.547	189.034	172.000	181.017	228.496	213.256	212.735	173.658	147.252	132.752	122.555	99.424	221.120	206.164	190.624	171.692	201.282	274.299	211.744	124.889	265.137	226.444	273.949	184.400	135.184	108.895	106.030	168.833
2820100000	56.37	146.348	149.469	217.359	218.205	169.393	150.496	185.701	168.094	187.103	167.871	184.709	228.427	211.496	212.017	177.692	142.078	136.690	119.209	98.010	221.983	202.095	184.308	176.667	200.590	267.359	211.513	127.906	263.291	226.188	269.179	179.355	130.526	106.776	105.881	169.216
2820140000	56.37	152.286	152.221	215.154	219.085	177.821	154.154	183.017	174.214	189.590	174.871	179.786	234.983	209.863	214.573	176.735	143.913	134.133	127.418	93.404	227.179	205.974	191.684	170.744	200.282	271.051	213.590	129.453	264.068	221.547	271.470	182.827	125.807	99.842	102.597	170.314
2820180000	56.37	148.652	149.345	223.624	216.983	174.496	150.034	177.325	169.803	188.034	166.828	188.239	231.897	214.111	213.709	178.487	146.383	136.593	115.964	93.384	220.504	204.802	183.821	174.120	190.701	270.017	207.256	131.393	272.530	227.487	279.786	181.645	126.833	103.855	105.642	172.775
2850020000	56.70	146.330	150.389	211.188	215.077	177.573	152.359	197.239	169.684	192.684	164.681	176.316	233.718	203.188	221.906	170.564	145.957	115.425	118.327	98.646	225.385	201.853	180.538	165.812	182.821	264.094	200.427	118.359	265.060	227.350	280.786	178.936	129.333	99.724	104.448	167.147
2850060000	56.70	148.893	157.522	215.231	215.744	184.880	151.410	198.632	171.248	193.308	165.741	177.162	229.658	208.855	216.068	175.248	135.574	113.301	118.127	103.909	228.385	197.655	177.350	168.530	190.239	260.427	208.829	118.496	264.701	228.410	276.607	181.527	127.649	104.750	99.463	175.127
2850100000	56.70	146.929	153.735	218.906	215.197	177.718	152.778	193.829	172.752	192.009	165.931	173.137	232.248	213.513	213.350	173.889	138.878	120.965	120.273	106.111	225.624	199.414	180.316	165.718	195.120	262.923	205.752	118.564	265.111	217.855	275.744	179.291	134.526	107.921	108.015	170.471
2850140000	56.70	142.821	152.708	209.957	212.923	177.333	143.308	192.829	172.000	191.932	168.267	175.427	229.350	210.026	222.556	169.932	143.496	114.319	117.873	97.455	225.316	197.250	178.795	165.863	194.120	264.991	205.197	116.128	257.496	225.513	277.624	180.782	127.965	100.355	103.373	166.951
2850180000	56.71	143.750	155.363	218.137	215.880	182.641	143.812	191.991	169.273	193.487	166.328	176.803	225.068	211.778	216.530	175.333	145.643	119.204	113.555	97.414	226.470	197.724	175.718	172.598	188.402	267.564	202.624	116.179	261.667	221.735	271.197	182.791	128.404	101.408	112.701	174.657
2880020000	57.03	137.009	147.770	227.085	210.419	178.889	152.846	193.761	183.368	185.026	166.595	174.803	224.897	197.940	211.641	168.282	136.774	112.442	117.236	99.990	227.419	198.009	177.513	173.692	184.214	257.812	195.085	106.214	261.308	222.701	279.385	191.527	130.588	93.487	100.552	166.667
2880060000	57.03	139.089	152.779	222.778	212.453	175.034	149.650	184.727	185.043	190.291	166.448	172.923	218.026	202.538	211.632	170.026	140.617	116.655	119.091	102.596	221.342	209.250	171.795	170.821	186.188	257.641	190.453	105.786	258.650	220.171	270.906	185.909	138.588	93.263	102.537	169.853
2880100000	57.03	148.652	153.779	219.085	208.803	176.145	152.863	186.641	187.838	185.273	161.560	179.137	229.735	198.795	204.538	169.453	134.713	108.708	114.255	100.737	226.188	200.922	170.368	167.162	194.727	256.735	196.983	104.940	255.273	219.137	283.154	187.482	137.149	94.132	104.045	166.510
2880140000	57.03	136.893	150.195	220.385	211.581	175.154	156.291	183.675	184.171	186.709	166.767	177.068	228.752	199.034	214.043	173.607	134.443	114.469	118.609	97.687	225.607	204.603	181.453	169.188	190.624	252.590	195.889	108.521	263.385	216.000	275.761	185.500	132.728	93.684	104.881	167.853
2880180000	57.03	146.634	155.381	219.462	215.171	177.513	147.846	180.043	189.111	183.573	166.440	168.735	233.342	201.863	214.880	172.248	142.052	113.540	116.909	99.606	225.556	210.862	178.120	163.932	195.564	258.607	200.513	103.282	256.821	219.368	275.590	191.891	135.018	96.368	99.836	172.990
2910020000	57.36	137.116	152.257	216.000	207.573	175.735	146.855	182.795	180.667	183.769	158.284	168.094	225.974	181.308	197.111	172.564	135.296	115.885	116.855	108.222	218.120	204.767	171.051	165.068	182.077	259.410	178.598	90.316	263.350	215.530	272.889	187.682	154.132	91.553	94.269	161.686
2910060000	57.36	135.223	155.442	214.701	210.863	172.419	148.538	185.778	179.658	182.410	163.784	166.761	228.709	178.897	204.624	168.060	135.870	114.283	112.809	112.616	214.812	206.069	165.214	160.291	188.308	248.513	191.350	88.675	260.368	213.256	270.077	181.745	145.465	90.908	99.701	161.480
2910100000	57.36	140.161	145.053	216.803	207.051	174.974	151.291	181.256	177.889	183.325	156.276	166.273	222.838	178.752	191.410	165.607	129.504	111.549	117.582	100.646	212.282	202.612	164.188	160.966	184.308	254.111	190.957	90.641	251.795	212.145	274.291	187.082	155.667	95.566	93.657	159.392
2910140000	57.36	141.616	154.637	211.803	205.171	173.624	149.214	184.094	176.855	185.427	164.405	167.991	223.179	183.145	195.248	164.966	132.896	115.451	114.118	102.051	222.556	196.940	164.308	162.273	186.607	252.017	186.846	89.410	252.009	208.009	274.162	183.300	154.395	95.882	101.239	164.559
2910180000	57.36	138.411	151.372	212.932	208.385	171.333	156.128	177.179	178.598	179.658	164.466	164.410	229.462	182.957	198.863	172.410	134.122	117.310	115.936	98.424	214.393	207.138	165.675	160.915	187.368	247.427	188.786	88.214	253.581	213.256	273.615	182.318	150.237	94.105	98.537	162.588
2940020000	57.69	139.196	151.142	219.385	203.538	169.932	146.350	180.906	173.897	189.436	163.914	167.863	227.923	173.632	189.769	180.718	128.800	115.274	112.691	105.606	217.470	205.198	166.778	163.009	181.727	248.214	181.889	74.538	263.812	213.983	269.547	189.964	148.123	94.605	96.537	162.980
2940060000	57.69	133.045	150.000	222.966	199.667	168.188	152.222	175.496	173.658	182.077	162.534	164.085	217.470	172.111	184.812	179.077	125.591	119.646	115.455	102.556	222.350	202.293	164.675	164.538	181.197	251.068	175.273	70.256	261.718	207.376	265.547	182.500	149.693	89.553	98.433	156.373
2940100000	57.69	136.482	145.186	211.513	203.385	168.684	139.188	179.256	174.496	183.231	160.759	164.581	228.248	173.128	184.940	177.248	131.287	114.345	106.509	98.828	222.197	199.172	161.128	161.000	180.761	250.778	176.564	65.094	261.453	213.487	267.496	186.600	147.219	91.289	94.403	154.696
2940140000	57.70	133.786	149.602	209.350	206.821	170.265	146.991	183.581	173.111	184.641	167.336	159.940	225.128	169.846	189.521	179.368	127.791	115.124	110.927	98.020	219.889	204.362	168.744	149.188	184.188	250.026	183.419	67.453	259.145	218.222	263.872	178.136	152.088	89.447	97.239	158.029
2940180000	57.70	135.161	150.159	216.453	197.436	175.983	145.949	172.462	178.077	185.026	157.871	159.906	226.462	173.786	184.761	176.299	128.974	111.664	106.182	104.354	217.504	206.371	165.607	155.453	185.521	247.991	172.803	74.188	264.043	218.410	268.145	185.227	145.544	91.105	97.269	160.275
2970020000	58.03	135.652	150.106	218.427	206.051	169.846	141.085	166.727	189.162	195.273	172.647	156.795	213.991	172.615	181.197	176.504	126.243	113.876	122.100	104.879	215.598	212.491	163.299	149.273	180.137	249.273	171.573	55.436	260.436	203.273	259.248	181.782	154.272	92.368	96.672	152.225
2970060000	58.03	136.116	144.743	224.162	195.496	172.444	146.932	172.034	182.145	189.564	167.905	154.863	212.632	170.043	178.017	167.761	122.852	108.903	115.836	103.828	216.427	206.026	157.376	146.829	185.171	244.701	167.915	61.017	256.385	198.162	271.624	182.809	150.982	92.671	99.239	156.255
2970100000	58.03	134.688	148.080	219.444	201.812	175.222	145.453	170.051	179.197	186.291	173.293	164.880	207.077	174.923	186.658	179.855	132.270	110.345	114.227	98.232	218.504	202.414	160.145	151.718	180.359	245.675	166.393	57.752	258.291	203.906	273.034	184.973	162.763	97.303	100.448	153.363
2970140000	58.03	134.107	144.416	221.923	198.940	173.325	143.325	176.325	181.667	187.265	175.086	165.111	209.872	179.256	184.239	180.496	129.043	115.832	115.991	99.717	217.863	201.759	165.171	151.444	183.675	248.009	170.436	53.179	255.752	202.128	266.436	181.682	151.079	92.842	93.806	151.510
2970180000	58.03	139.920	151.469	213.273	205.709	164.607	141.940	179.923	171.444	185.615	173.190	163.675	212.812	178.855	192.521	180.983	126.974	111.265	119.691	104.586	215.308	202.647	160.060	155.316	181.521	248.889	164.983	59.855	255.923	204.273	267.376	177.782	150.816	92.368	91.791	151.333
3000020000	58.35	129.812	141.938	214.068	198.197	191.727	148.248	165.017	197.556	216.402	189.586	166.667	198.402	174.273	181.974	171.034	126.548	119.619	118.391	101.758	211.641	196.009	152.171	147.171	171.419	252.598	150.034	57.128	250.897	189.641	270.983	177.136	160.982	92.026	93.806	153.137
3000060000	58.35	131.714	144.717	213.838	190.624	191.795	146.248	166.709	201.889	214.513	186.534	172.222	204.231	178.419	182.077	173.906	127.043	117.035	116.091	107.212	212.359	193.802	147.855	148.299	174.333	251.650	147.786	57.803	247.513	193.556	265.368	178.436	155.246	89.500	94.149	151.990
3000100000	58.35	132.973	144.531	219.162	198.769	190.308	147.752	165.632	203.197	211.709	190.638	166.581	202.487	174.513	182.974	178.043	126.130	120.575	116.255	103.242	219.385	203.086	142.957	150.359	177.333	249.145	154.538	55.718	255.368	191.581	260.675	173.264	164.465	96.842	93.358	155.206
3000140000	58.35	129.438	141.416	211.889	199.872	186.701	147.299	169.573	199.342	213.051	179.741	166.684	200.060	171.855	187.171	167.145	130.174	120.168	118.664	102.061	216.222	198.422	150.325	148.889	179.769	253.111	155.547	56.214	249.368	189.504	264.812	175.027	157.851	87.079	94.134	148.284
3000180000	58.35	134.786	144.540	214.607	197.282	193.162	152.470	168.282	206.214	211.470	182.319	168.368	198.735	169.265	181.957	169.479	128.904	119.956	117.736	106.717	215.632	191.284	145.137	151.214	175.641	247.889	152.034	54.376	256.991	194.897	266.709	176.109	154.912	90.368	94.179	154.833
3030020000	58.70	121.848	150.911	208.342	192.291	176.145	143.470	162.299	260.325	294.188	224.784	168.222	192.462	221.521	193.530	168.308	127.557	122.752	114.136	106.566	209.436	199.060	142.017	142.863	172.590	246.727	141.145	63.829	248.598	185.701	260.265	177.936	187.333	90.224	117.851	153.667
3030060000	58.70	116.875	149.735	201.436	191.051	184.197	148.923	161.427	250.709	282.154	221.819	167.530	191.077	215.376	187.838	171.778	123.374	116.398	115.609	99.182	205.291	191.259	137.462	142.137	167.855	239.051	135.444	62.325	246.188	181.145	255.923	176.291	193.272	83.289	116.239	146.549
3030100000	58.70	115.911	149.239	200.607	194.658	183.590	148.282	170.658	255.060	289.564	221.724	164.521	194.812	216.983	184.675	167.350	122.017	123.460	113.191	101.253	205.675	195.672	134.701	140.077	168.214	242.162	129.393	67.205	251.470	192.154	262.385	166.173	184.789	85.474	113.045	149.824
3030140000	58.70	114.696	151.823	195.504	192.137	178.368	160.684	161.171	251.145	287.462	225.095	170.419	192.684	221.205	192.974	167.974	124.643	118.345	115.800	102.525	210.872	193.534	138.795	134.179	175.727	244.060	130.479	61.496	255.385	182.923	257.915	171.473	188.991	85.776	117.836	148.402
3030180000	58.70	114.723	150.681	200.453	195.239	178.598	157.043	166.085	254.521	287.077	226.440	174.009	195.872	219.017	189.564	166.650	125.713	120.805	115.291	103.899	201.632	198.388	138.966	136.803	169.214	247.333	141.718	61.632	246.068	182.017	255.299	172.273	184.781	95.224	116.925	146.520
3060020000	59.06	107.750	165.637	196.120	187.803	177.410	155.496	152.855	269.658	356.752	285.095	169.530	181.017	347.350	227.291	165.556	124.365	122.257	111.845	99.283	198.846	192.560	126.744	126.299	174.496	238.393	114.897	65.385	246.214	168.171	250.316	172.055	199.868	81.605	113.463	147.431
3060060000	59.06	108.929	163.779	189.855	187.949	175.658	156.051	158.128	266.556	351.111	288.138	166.368	179.727	350.624	234.479	162.222	120.922	116.301	118.445	101.323	199.427	197.569	128.282	129.564	172.137	240.009	121.598	66.479	246.778	175.145	252.291	165.691	198.991	83.645	110.164	149.294
3060100000	59.06	106.259	158.982	199.957	195.675	174.393	156.821	164.026	264.795	356.624	292.095	165.829	185.222	352.308	230.444	162.863	123.965	125.027	112.309	102.636	201.171	193.750	121.795	123.846	172.282	236.154	117.137	65.940	243.632	174.675	252.154	172.682	199.904	84.395	117.090	145.931
3060140000	59.06	102.205	167.867	204.325	190.949	170.897	151.632	154.889	267.889	348.043	286.983	167.641	182.855	347.342	224.581	164.650	125.122	114.876	119.409	100.919	204.419	190.474	131.239	129.043	168.564	239.385	120.530	68.915	253.162	177.273	251.615	175.118	193.719	82.618	107.463	150.931
3060180000	59.06	106.143	163.788	195.940	191.769	176.846	157.573	160.769	256.222	354.248	286.103	170.641	177.889	349.863	227.709	166.214	122.504	117.584	108.591	104.919	191.709	196.431	124.769	126.368	171.590	237.026	125.436	66.855	239.991	171.034	255.444	176.555	197.833	89.421	108.448	154.118
3090020000	59.37	106.116	162.549	196.855	193.316	183.085	168.769	167.077	265.607	369.915	332.603	186.043	173.667	425.000	292.487	168.966	120.826	125.416	118.964	99.525	218.709	187.534	113.393	117.487	172.333	224.154	106.735	68.077	242.256	160.684	245.889	174.691	222.737	111.882	110.552	145.951
3090060000	59.38	104.768	158.150	196.316	184.692	171.889	162.880	167.239	263.402	374.222	327.491	186.547	174.744	419.855	300.709	164.342	127.209	122.761	117.536	95.636	216.034	182.966	113.795	116.043	167.812	220.026	104.513	65.026	240.915	159.658	245.034	165.209	216.298	108.908	112.164	139.706
3090100000	59.38	110.312	159.841	197.376	189.513	171.932	168.701	162.504	262.111	373.701	339.034	183.872	173.154	416.684	291.966	166.949	118.000	121.425	114.636	99.293	213.863	181.621	117.342	112.333	173.359	220.444	105.470	63.795	244.932	162.915	243.735	164.727	223.202	107.171	107.642	141.824
3090140000	59.38	102.696	162.407	195.402	194.838	176.000	168.017	160.231	256.769	368.974	329.422	182.974	165.846	429.299	294.299	172.761	121.409	119.442	112.273	99.354	217.444	187.983	114.094	112.325	171.573	220.393	105.530	65.427	238.889	155.658	248.154	165.182	219.728	113.934	111.761	143.373
3090180000	59.38	103.250	154.407	191.308	188.940	167.675	161.949	161.889	266.171	366.598	333.690	192.103	170.940	420.709	295.060	169.171	116.435	119.770	116.982	97.707	211.718	185.966	117.735	111.872	169.795	222.368	106.650	62.564	242.256	158.077	250.094	166.973	225.623	110.697	105.284	143.422
3120020000	59.70	100.795	158.558	195.273	186.829	173.051	167.761	185.333	254.188	375.658	350.353	219.573	177.675	448.521	326.538	160.103	117.583	122.168	132.209	91.091	240.778	186.517	94.120	100.838	177.222	217.513	89.026	67.205	240.675	166.316	237.983	166.155	261.877	105.105	102.522	144.029
3120060000	59.70	99.536	154.850	187.940	185.530	167.188	169.034	182.111	252.906	382.009	350.267	219.957	174.991	445.325	321.573	167.650	116.365	123.912	124.327	97.091	239.479	192.810	97.333	102.171	183.068	214.761	89.607	74.009	242.103	159.444	240.906	160.945	257.237	110.408	109.657	145.520
3120100000	59.70	104.045	158.911	195.761	185.077	172.154	166.325	185.607	255.812	375.974	340.422	221.265	177.419	438.701	328.410	161.214	116.530	118.177	135.573	93.030	234.795	190.164	99.077	100.017	180.735	215.487	93.299	71.735	241.248	164.752	243.829	160.764	265.588	107.355	104.821	137.882
3120140000	59.70	96.241	157.549	191.855	184.487	167.727	173.103	184.137	253.410	374.974	339.931	213.607	171.496	443.538	327.974	167.060	115.609	121.177	133.236	96.040	241.197	196.526	103.538	99.530	181.974	212.744	93.530	76.803	240.744	164.880	240.727	163.373	254.518	107.671	109.985	143.951
3120180000	59.70	102.268	157.664	191.179	183.333	168.667	167.145	182.231	252.214	379.410	342.922	216.179	176.060	444.855	333.504	166.171	119.200	118.204	132.200	96.859	241.667	188.647	100.658	101.487	181.085	217.974	84.692	71.000	242.906	158.120	238.436	158.327	247.254	108.303	106.940	142.735
3150020000	60.03	110.884	158.522	191.051	195.812	168.803	162.256	237.342	244.590	366.846	349.328	237.017	193.564	444.359	336.444	167.111	123.513	121.602	162.736	92.778	312.846	190.578	85.855	94.205	189.521	212.521	80.726	78.949	247.308	167.615	240.325	168.073	284.842	118.395	105.522	136.735
3150060000	60.03	108.348	153.283	189.906	197.026	166.761	162.513	229.231	239.034	364.453	348.707	244.162	196.915	441.769	338.803	165.205	128.070	121.257	164.282	95.424	309.162	186.017	84.863	93.103	193.803	209.453	77.701	79.017	247.863	163.974	235.265	170.145	279.526	107.921	98.164	139.078
3150100000	60.03	112.536	158.832	183.829	192.744	171.675	155.897	242.239	244.376	371.359	342.483	234.111	196.863	445.846	336.282	166.444	121.739	121.407	162.227	92.071	316.453	191.241	84.145	87.376	193.829	213.949	80.880	83.402	249.684	162.530	229.727	169.173	279.974	109.605	107.030	141.461
3150140000	60.03	112.625	159.212	195.205	196.752	168.222	158.248	237.000	237.803	367.077	344.853	233.222	192.966	444.573	333.154	161.368	122.504	121.655	161.245	89.909	316.034	186.103	84.145	92.726	188.880	212.803	82.359	82.786	245.094	164.530	231.940	170.027	282.281	111.303	103.910	141.961
3150180000	60.03	112.580	154.593	188.538	196.701	167.291	151.214	232.821	237.325	365.128	348.914	233.957	196.120	440.453	326.863	167.786	125.809	123.522	159.864	97.192	307.573	184.793	79.009	90.410	186.812	210.111	78.444	73.462	238.154	160.675	231.162	173.500	277.684	114.487	100.269	138.637
3180020000	60.37	102.384	154.027	186.376	215.111	161.068	154.462	347.863	228.974	363.017	341.103	227.744	266.795	442.239	321.795	166.077	122.965	133.327	180.427	92.768	368.197	187.181	77.214	82.872	187.581	220.906	70.615	88.299	269.940	178.325	232.239	172.127	294.386	128.921	104.284	140.784
3180060000	60.37	105.652	151.752	179.128	212.786	162.795	148.051	345.333	224.359	356.966	344.103	232.709	260.513	430.085	323.291	166.889	128.991	135.336	186.036	91.242	370.957	179.810	78.231	79.410	189.419	213.761	70.675	89.179	269.350	173.350	226.846	167.055	294.430	128.500	102.119	135.882
3180100000	60.37	108.107	148.602	185.359	216.735	162.607	149.547	335.222	217.248	364.000	345.517	226.462	259.846	429.017	319.769	172.222	128.348	130.142	187.755	94.212	378.709	185.940	71.017	83.342	184.701	208.145	70.145	81.154	270.786	170.222	226.333	165.682	292.079	133.132	95.433	134.784
3180140000	60.37	116.071	148.478	192.521	208.239	165.051	149.530	330.923	217.692	354.273	342.155	231.333	261.590	436.282	313.385	170.043	119.739	127.752	182.709	92.727	367.863	178.241	71.786	84.009	188.479	211.188	76.983	82.778	269.316	179.333	221.205	166.982	291.439	124.737	94.015	133.294
3180180000	60.37	113.250	148.212	187.675	215.496	163.564	153.658	335.607	220.829	357.744	340.905	232.000	258.598	428.051	318.786	166.786	127.957	130.487	187.173	96.687	366.444	184.448	74.684	80.359	192.829	210.368	74.000	87.949	270.273	177.060	232.325	166.164	294.711	130.421	100.418	135.490
3210020000	60.71	111.286	148.035	190.744	232.701	167.872	154.675	390.906	218.590	361.350	373.397	232.615	356.419	433.530	310.222	209.017	137.539	159.796	193.318	93.535	387.547	177.724	65.778	75.299	194.932	216.932	68.162	92.709	289.675	198.060	224.872	159.527	305.798	142.539	97.687	133.147
3210060000	60.71	109.696	151.327	191.188	238.248	160.966	159.214	391.667	214.085	350.795	370.491	227.205	358.111	420.299	312.308	201.564	140.113	151.487	196.518	89.939	381.778	171.647	62.376	75.171	195.598	219.273	70.419	91.427	298.085	193.273	225.026	162.155	307.877	132.342	99.970	132.824
3210100000	60.71	114.384	146.673	188.419	234.103	165.855	157.188	393.342	217.709	358.675	377.784	225.615	350.427	429.778	311.915	208.769	132.200	156.186	195.009	95.768	383.667	174.707	61.684	70.761	201.444	223.368	73.256	90.590	290.974	193.769	225.889	169.236	313.544	144.224	103.388	132.608
3210140000	60.71	105.580	148.257	191.957	227.718	161.872	150.906	397.154	211.427	356.308	362.655	222.658	358.214	420.333	303.607	201.188	137.339	146.619	190.173	97.152	384.333	174.095	58.675	67.846	197.077	218.667	72.821	96.675	298.786	194.675	222.632	166.891	302.228	134.737	102.239	128.225
3210180000	60.71	109.277	147.000	184.803	233.727	164.393	147.496	393.906	211.103	353.590	367.647	221.906	357.915	426.359	311.641	202.145	138.104	155.434	197.573	96.929	385.094	173.983	61.120	75.000	199.376	220.504	75.957	89.419	294.487	195.128	227.863	161.700	304.325	141.118	98.985	137.794
3240020000	61.05	105.304	144.770	217.615	257.547	170.761	153.273	397.376	198.530	358.940	362.491	223.316	393.991	407.205	302.906	258.957	135.565	170.770	201.973	118.404	381.624	173.009	57.231	64.667	227.410	232.889	70.949	97.077	323.154	220.727	242.547	159.545	313.746	141.539	93.881	127.000
3240060000	61.05	105.116	153.097	212.060	253.538	167.761	150.051	401.154	200.333	354.607	360.905	226.641	390.556	398.496	302.966	261.103	135.296	168.947	198.255	116.667	383.111	170.552	57.060	63.462	224.162	246.214	78.504	102.034	321.991	215.188	236.573	162.764	315.061	141.421	96.552	130.275
3240100000	61.05	108.116	145.743	215.222	256.103	175.564	152.145	397.291	202.171	354.915	368.862	227.171	394.479	406.607	300.111	259.889	130.757	169.274	198.718	118.495	377.402	173.198	52.632	61.735	224.727	249.137	73.923	105.368	325.051	219.795	228.521	155.673	317.754	139.197	91.582	126.431
3240140000	61.05	111.125	148.858	212.308	256.667	173.009	157.291	394.556	204.786	360.607	355.431	222.291	392.556	401.111	297.897	259.487	131.191	171.911	195.227	112.051	377.026	174.259	53.564	64.607	224.393	245.863	78.624	100.915	320.949	216.530	231.393	162.282	314.526	141.184	89.985	129.265
3240180000	61.05	113.098	153.080	216.940	248.282	176.419	151.812	396.692	204.419	352.368	367.147	224.410	392.479	399.684	298.906	261.316	132.026	167.204	199.682	109.343	381.325	163.784	56.026	65.538	226.915	241.009	70.487	104.778	316.915	215.786	230.607	164.718	323.965	141.013	97.896	125.559
3270020000	61.38	112.402	148.301	243.350	246.162	201.145	135.530	410.410	196.590	385.889	343.983	213.436	439.923	397.718	286.410	264.786	148.130	179.354	216.364	108.242	371.735	168.733	51.333	58.359	275.718	263.940	77.205	108.744	340.658	239.786	259.709	163.300	304.596	130.803	84.851	125.667
3270060000	61.38	116.857	144.425	235.761	241.795	201.453	134.487	407.034	191.812	376.761	355.569	217.949	433.496	396.735	284.521	258.359	146.513	182.195	208.482	116.192	370.145	162.319	47.299	57.274	271.915	260.256	75.359	111.983	337.855	239.761	259.043	166.600	306.211	129.500	88.149	131.853
3270100000	61.38	115.286	143.283	246.761	240.521	201.470	135.393	407.197	195.043	382.239	351.940	218.769	436.915	392.128	256.026	260.273	145.887	179.283	209.273	109.697	373.880	166.638	50.889	61.778	275.556	263.427	69.017	117.239	339.316	236.265	260.496	162.718	303.325	132.737	98.045	134.725
3270140000	61.38	115.188	147.354	241.419	244.744	198.761	129.453	411.897	188.650	377.410	352.319	218.658	436.231	392.051	257.068	255.718	142.852	176.743	220.791	112.000	366.513	168.259	49.222	59.889	275.299	254.846	71.521	108.556	340.889	236.009	251.838	163.182	300.307	134.776	96.015	124.167
3270180000	61.38	116.554	144.513	237.735	243.667	200.359	133.632	403.060	192.376	382.342	357.284	214.538	440.838	396.162	253.863	257.179	139.643	187.177	215.373	113.414	370.915	168.931	51.530	53.436	274.479	266.769	77.735	110.462	343.231	237.085	261.419	159.118	303.430	133.039	95.493	133.373
3300020000	61.71	143.170	149.230	230.504	235.615	259.769	135.803	407.906	188.923	375.803	351.034	218.154	439.812	416.103	247.624	259.368	166.757	188.558	224.800	110.899	356.470	171.957	45.231	54.880	325.120	257.197	73.778	137.530	348.402	247.880	282.983	165.127	312.351	125.684	95.791	170.137
3300060000	61.71	142.098	157.089	233.000	235.897	259.547	129.547	407.744	179.231	374.974	351.828	211.453	436.017	407.615	248.145	253.915	160.687	192.823	216.227	106.030	360.530	165.405	49.855	59.991	319.897	256.727	67.821	135.248	341.701	253.607	279.120	167.364	303.482	128.605	92.567	170.657
3300100000	61.71	136.705	150.885	232.479	238.120	254.581	131.000	409.496	180.368	371.812	351.569	213.188	440.410	416.735	249.350	259.462	168.017	195.619	222.264	108.545	358.718	170.672	46.675	52.051	318.590	260.718	73.214	127.145	345.342	254.940	285.350	166.718	304.254	122.434	93.776	165.196
3300140000	61.71	135.661	147.009	229.043	237.000	260.872	131.154	405.991	180.966	371.684	350.431	214.359	452.342	407.359	243.778	257.060	170.522	192.566	224.100	110.081	357.162	169.974	41.521	51.709	321.179	259.239	72.026	136.897	349.949	251.932	281.530	164.082	307.456	125.250	91.791	168.186
3300180000	61.71	136.732	148.770	229.701	235.564	256.761	133.376	407.205	179.513	369.154	361.147	210.752	437.889	411.239	246.880	260.222	164.904	193.027	226.255	111.778	354.120	169.793	54.333	46.684	313.496	259.308	69.598	131.838	351.393	250.479	276.667	167.136	300.605	124.882	87.687	174.539
3330020000	62.04	184.304	156.159	220.949	239.829	265.402	149.009	411.564	180.051	376.410	349.500	206.239	430.667	402.368	240.308	248.991	184.687	202.982	225.936	122.313	344.709	182.060	42.829	51.239	340.479	256.581	76.009	167.197	354.838	257.368	314.487	176.918	305.167	133.118	113.060	201.245
