DBG_2025.05.07_PM_F0_kin.TXTFluorCam7 Kinetics Export File
-----------------------------------
[us]	[?C]	B3	B2	B1	A3	A2	A1	C3	C2	C1	D3	D2	D1	C4	C5	C6	D4	D5	D6	B4	B5	B6	A4	A5	A6	E1	G4	H2	H3	G5	F5	E5	E6	F6	G6	F1	G1	G2	F2	E2	E3	F3	G3	H1	E4	F4	H4	H5	H6
810180000	34.11	76.316	77.530	81.085	64.155	59.483	53.641	89.915	96.836	77.348	84.147	75.462	89.982	75.482	72.536	64.096	93.421	85.588	85.170	74.991	67.048	66.257	51.209	43.865	51.598	47.723	62.830	66.188	50.375	52.979	107.573	74.759	74.294	65.589	74.646	56.202	86.733	98.120	58.284	70.099	61.861	50.742	109.930	64.902	82.235	117.932	71.551	59.102	56.515
840020000	34.44	77.085	74.557	78.171	58.418	51.517	51.470	92.769	86.483	78.678	92.793	72.346	88.429	77.080	73.107	72.561	89.447	86.474	86.768	82.114	64.192	66.817	53.400	43.829	55.777	53.064	66.774	59.333	52.010	57.116	109.513	78.661	78.147	68.268	72.690	48.010	89.983	91.598	53.931	64.712	67.454	50.624	110.009	65.500	84.583	114.915	73.972	63.546	61.175
840060000	34.44	75.521	75.626	77.795	64.655	61.414	55.821	93.590	89.500	83.922	91.310	73.529	81.277	72.634	71.223	68.175	90.096	88.044	93.312	70.789	63.615	64.578	54.522	46.829	53.429	49.457	68.179	61.677	52.413	57.611	106.154	78.643	80.202	68.839	70.832	49.471	91.422	96.068	54.971	69.568	68.620	50.903	111.435	68.911	86.157	112.598	67.206	66.583	58.237
840100000	34.44	71.684	79.470	77.692	59.227	55.319	53.726	88.094	84.819	78.878	89.466	76.750	86.607	71.196	69.929	69.658	89.316	85.526	88.446	78.465	68.548	68.248	56.409	47.432	51.938	56.872	65.972	58.396	47.490	57.695	109.598	80.759	74.853	70.491	73.327	49.587	87.336	100.120	54.863	67.225	68.398	49.828	102.183	63.920	86.661	114.974	73.542	60.037	60.309
840140000	34.44	75.957	78.774	78.692	60.027	58.552	55.513	92.684	89.534	78.470	86.871	72.173	83.848	70.723	72.955	68.649	84.211	86.518	87.098	74.982	67.154	64.596	52.783	42.604	50.607	53.043	62.642	58.188	52.788	52.979	106.607	81.188	72.927	67.045	77.788	54.596	89.810	90.803	60.961	70.495	61.556	46.301	105.191	64.562	83.739	115.513	67.262	60.815	57.186
840180000	34.44	76.821	77.365	78.214	63.200	58.940	55.641	90.752	87.655	77.252	90.802	74.154	86.955	72.125	64.259	66.114	90.272	83.553	88.438	74.719	63.990	68.514	54.591	48.919	54.884	45.798	65.736	63.573	52.567	57.116	101.812	82.545	77.257	68.795	71.912	50.288	93.138	91.872	55.892	64.685	61.296	45.978	103.835	57.152	81.687	113.350	73.047	62.694	56.433
870020000	34.79	75.795	73.904	77.265	61.482	55.207	53.915	92.940	86.267	76.939	91.379	76.154	87.705	75.188	66.420	62.219	89.272	84.684	90.607	73.465	64.288	65.459	59.278	46.559	54.812	51.436	67.302	58.771	51.490	54.411	114.197	80.902	77.881	68.304	73.805	46.000	84.267	96.265	50.902	71.369	69.824	49.731	107.800	65.982	88.061	120.462	69.056	56.824	56.515
870060000	34.79	77.957	76.157	81.496	63.600	60.155	52.564	93.291	90.284	79.826	91.017	76.096	88.938	75.241	67.589	70.421	89.219	84.921	88.446	76.079	67.548	66.982	50.983	44.180	51.143	44.798	67.368	59.771	52.635	59.189	114.564	77.518	76.275	73.955	76.637	49.317	87.164	97.068	63.196	69.937	67.259	51.753	107.609	57.875	87.687	110.966	66.495	60.139	58.845
870100000	34.79	73.299	76.617	76.009	64.609	56.405	54.846	87.470	91.267	77.539	93.034	74.894	87.339	74.348	73.982	63.474	91.412	84.623	86.482	80.360	66.231	62.495	54.678	42.973	51.259	49.936	63.330	60.125	49.981	54.463	111.145	76.393	80.037	64.080	77.292	53.067	87.414	93.521	57.333	68.333	66.519	51.839	105.243	62.125	81.539	125.308	68.579	58.981	59.814
870140000	34.79	76.650	76.730	81.983	60.509	53.802	49.521	87.094	87.259	82.000	88.397	74.567	83.795	71.821	71.866	61.728	84.991	85.632	86.125	79.439	64.875	62.532	52.565	44.387	47.786	47.968	67.500	57.354	47.538	53.326	107.248	80.821	73.844	68.411	75.345	53.635	86.164	91.957	55.343	65.793	63.435	48.677	105.287	64.259	84.843	116.838	64.168	61.028	55.825
870180000	34.79	76.419	76.461	76.513	63.891	57.690	54.120	89.726	93.612	77.461	90.733	75.952	86.402	74.911	68.393	67.772	89.614	88.719	89.268	75.658	69.231	68.743	49.739	48.811	52.196	54.723	65.736	57.854	51.298	54.305	108.299	79.795	80.688	71.786	73.496	53.942	84.733	93.094	53.000	63.045	65.593	50.946	105.487	61.911	81.409	115.291	67.925	62.833	61.371
900020000	35.12	77.145	76.243	78.607	64.091	57.483	53.410	93.538	87.802	78.374	93.914	76.788	85.429	71.670	70.152	71.211	90.307	88.193	89.527	73.544	68.548	66.578	51.826	46.577	50.375	55.160	63.764	61.698	49.837	54.389	107.436	82.170	79.651	70.062	74.735	54.173	91.724	96.308	53.343	66.982	65.944	48.473	108.565	64.277	83.278	115.974	70.916	61.685	64.701
900060000	35.12	82.171	73.574	76.838	60.900	57.371	56.436	87.564	93.595	80.939	89.974	75.904	88.045	69.946	67.777	64.711	82.991	87.193	88.759	76.737	63.875	65.009	52.722	41.297	48.062	48.383	64.830	55.448	56.663	60.084	107.812	80.536	76.101	67.268	74.204	49.337	86.672	98.675	57.216	68.198	65.417	46.699	105.522	62.339	84.426	117.590	69.710	59.972	58.474
900100000	35.12	71.368	73.896	82.974	60.618	57.879	60.026	95.128	92.466	80.539	89.776	76.038	89.857	76.045	66.027	69.921	89.509	89.526	88.482	78.579	64.481	68.670	52.687	46.144	52.598	48.319	65.934	57.885	49.442	52.726	105.231	78.893	74.917	68.250	76.664	53.067	90.698	99.487	53.735	67.297	68.769	51.247	102.278	61.036	86.678	111.761	70.860	64.343	58.876
900140000	35.12	72.915	80.748	77.897	63.900	53.112	56.923	89.573	86.362	75.096	91.431	73.971	82.866	74.884	63.366	69.930	90.482	87.605	89.839	73.895	63.067	66.688	52.643	46.000	52.643	46.702	66.679	59.219	52.913	56.526	110.607	79.107	81.394	68.125	80.619	51.038	86.422	94.863	54.176	67.387	64.167	48.484	101.122	66.571	87.061	112.222	69.907	61.528	61.186
900180000	35.12	75.368	74.539	79.026	55.882	62.095	58.350	91.709	88.888	78.122	85.560	77.385	84.580	76.152	67.866	67.219	89.623	85.237	86.821	75.851	67.760	60.798	51.730	42.495	48.661	52.330	66.792	62.125	49.548	54.989	109.197	83.152	73.807	69.080	72.159	58.192	89.336	96.684	60.912	66.901	64.602	49.183	101.235	66.911	85.522	118.581	65.421	63.500	62.320
930020000	35.44	75.974	78.409	78.615	58.636	57.655	54.419	96.308	85.776	74.130	93.129	73.125	86.795	75.920	71.071	70.465	88.798	86.114	86.848	75.430	69.567	69.596	55.852	45.820	55.170	52.138	65.245	61.708	47.433	54.032	108.718	82.562	77.505	74.625	75.681	51.500	83.181	94.265	54.892	66.784	74.852	54.086	111.678	62.991	84.748	123.786	72.327	62.120	61.567
930060000	35.45	81.325	80.096	78.419	64.909	57.957	55.701	93.154	92.905	76.043	90.991	77.615	89.902	75.625	69.545	66.386	91.211	86.772	87.241	77.140	65.673	64.798	54.878	41.847	49.455	49.138	65.594	59.469	56.606	58.989	108.564	75.250	78.532	70.598	76.681	50.038	85.853	95.863	55.069	67.568	65.463	53.860	106.461	64.446	88.765	112.598	66.075	55.241	56.546
930100000	35.45	78.368	76.217	84.128	62.382	56.328	53.043	91.667	92.560	78.191	91.241	75.846	81.946	81.071	72.321	66.702	94.711	87.272	86.491	77.535	70.962	73.330	56.461	44.378	55.286	50.138	66.264	63.167	50.779	57.705	113.889	77.304	77.963	72.080	73.973	53.702	91.095	93.513	55.471	65.405	68.407	52.720	102.983	64.339	85.261	119.974	72.925	65.407	59.866
930140000	35.45	73.684	81.278	82.085	60.836	60.026	55.957	92.188	82.664	81.226	87.802	75.683	87.339	72.402	69.054	66.912	86.746	85.167	89.652	76.526	64.096	63.477	56.252	43.820	51.036	51.574	65.651	62.125	52.971	56.400	106.667	84.330	78.927	69.536	75.513	52.712	86.026	94.222	53.490	65.459	60.083	50.817	99.957	63.902	86.765	117.376	70.935	58.593	58.732
930180000	35.45	75.667	76.861	75.231	59.182	50.129	55.256	90.675	86.845	79.930	90.569	74.971	87.902	75.580	74.009	71.930	89.518	84.246	87.661	78.044	65.990	72.633	49.461	41.928	58.054	50.755	69.179	58.917	51.952	60.105	108.291	77.304	74.330	68.491	77.265	51.731	90.534	99.068	61.853	69.559	69.287	49.247	104.887	63.455	86.887	118.350	67.804	60.046	57.887
960020000	35.78	79.863	79.296	72.427	64.527	57.983	52.624	87.205	89.000	74.948	95.112	70.673	86.196	74.750	72.438	65.456	89.482	91.386	94.598	71.219	65.663	64.615	56.617	50.667	54.804	52.596	71.698	60.271	52.404	58.053	113.667	75.375	75.706	76.625	75.442	53.240	90.388	97.521	58.490	69.892	57.370	48.409	104.722	59.830	91.096	124.932	79.514	61.667	56.495
960060000	35.78	72.863	74.357	76.111	56.800	57.198	54.154	93.393	88.198	74.070	90.474	71.798	82.071	69.420	72.080	66.649	87.526	87.421	86.777	77.904	72.567	62.385	50.757	42.468	51.777	48.564	64.538	60.938	50.529	57.905	112.863	83.384	73.440	66.812	76.088	43.712	86.629	94.325	54.039	69.640	65.417	45.022	104.522	61.875	86.539	111.419	66.477	62.148	59.278
960100000	35.78	70.573	81.878	79.940	62.509	55.043	47.359	88.573	86.905	79.670	89.414	74.923	88.152	74.607	70.179	69.246	91.404	87.518	92.071	75.877	62.673	66.440	52.635	43.739	52.018	54.340	63.764	60.281	51.308	57.200	107.949	82.384	83.633	67.857	71.814	51.163	86.362	95.504	54.480	68.234	68.861	52.301	110.513	65.670	81.774	112.444	74.290	63.639	54.371
960140000	35.78	78.393	77.783	78.333	60.582	57.422	56.564	90.137	91.129	77.426	92.793	73.500	81.518	74.027	67.866	70.851	91.596	84.456	88.062	80.412	67.481	66.431	53.991	45.351	48.652	58.064	60.406	60.490	51.558	56.316	105.744	76.384	74.982	65.554	75.142	50.433	88.181	99.735	53.422	72.261	65.704	54.903	107.374	61.661	82.504	113.325	66.393	57.306	66.072
960180000	35.78	76.427	70.278	70.188	58.055	54.509	51.761	88.846	92.181	79.835	89.026	74.740	81.268	70.339	71.866	65.746	85.465	80.333	93.196	76.833	63.654	66.670	51.304	46.405	53.295	52.000	68.009	59.385	50.683	53.937	107.564	79.348	81.046	74.304	70.708	51.923	88.026	95.359	55.804	67.541	67.500	48.624	103.487	67.536	85.461	116.650	67.907	55.120	60.856
990020000	36.12	76.538	81.270	81.060	56.645	58.871	51.846	90.838	88.190	75.017	88.534	75.240	82.580	72.714	73.839	68.096	89.263	90.570	90.768	76.605	69.308	65.991	53.852	51.604	52.812	50.649	66.085	60.250	52.365	58.684	109.607	82.812	80.651	69.830	73.310	49.875	86.647	103.385	60.029	69.207	62.667	52.538	107.626	63.812	86.887	118.385	69.495	58.269	62.680
990060000	36.12	72.556	83.061	80.513	60.791	56.293	51.222	94.402	93.466	77.765	93.328	77.702	86.679	74.625	73.866	71.632	85.930	84.711	89.384	73.553	65.663	65.083	49.339	41.793	53.464	49.809	68.462	62.448	48.423	55.600	109.368	77.661	79.505	70.179	75.611	53.038	88.517	97.479	52.029	63.793	63.407	48.247	109.478	70.634	84.530	120.470	68.776	59.546	58.866
990100000	36.12	75.427	78.113	78.359	59.318	58.991	53.282	95.752	90.784	72.913	87.853	80.029	85.402	74.759	73.875	62.105	87.430	89.246	89.250	78.298	64.221	63.468	55.070	47.937	52.143	54.606	67.377	62.469	48.452	59.358	110.068	77.652	79.156	68.866	74.044	51.231	89.345	98.906	60.186	69.919	62.694	50.097	104.548	62.250	78.687	115.521	70.065	58.824	60.320
990140000	36.12	78.957	77.017	78.282	59.364	57.940	56.368	84.778	90.397	78.904	89.845	76.173	81.741	72.188	69.821	69.167	88.228	88.991	86.857	77.193	66.173	68.514	57.887	43.640	47.795	53.234	70.953	58.271	53.163	52.821	104.453	82.089	79.248	68.679	76.000	48.452	83.336	94.171	56.235	68.342	64.120	49.462	102.322	62.241	82.687	114.265	74.224	58.667	59.093
990180000	36.12	73.684	74.783	72.966	59.645	56.716	58.137	90.769	88.888	77.870	91.879	75.750	86.562	72.250	66.375	68.588	84.518	86.342	89.045	78.018	66.856	69.385	55.496	43.027	49.973	44.649	67.349	63.958	50.933	57.737	103.889	78.545	79.697	76.384	75.770	51.913	83.836	96.744	54.657	66.955	65.130	47.978	106.383	63.161	81.722	115.265	64.336	61.148	58.082
1020020000	36.45	75.735	83.757	77.000	55.009	57.267	54.974	92.350	95.991	80.652	89.543	76.788	86.330	69.589	65.545	63.377	90.702	86.746	86.580	80.789	66.981	58.596	56.322	46.477	51.812	50.489	67.604	61.594	54.356	59.579	109.410	79.982	69.450	65.705	75.018	51.548	90.466	100.308	57.353	68.432	64.176	47.903	107.417	68.232	85.878	114.880	66.935	61.287	58.392
1020060000	36.45	79.667	77.861	80.641	60.091	65.233	58.239	86.137	95.836	77.748	87.181	76.596	84.429	77.188	68.071	63.649	93.026	84.333	89.152	77.491	66.548	68.128	54.043	44.333	53.054	54.053	63.292	65.802	51.356	50.379	112.068	78.089	76.128	70.107	71.619	56.615	88.517	98.427	54.971	73.288	67.463	54.054	109.878	64.089	85.957	115.513	70.159	57.139	57.423
1020100000	36.45	72.718	80.565	78.316	57.218	62.509	58.034	90.940	92.578	78.391	93.181	77.952	84.670	73.920	69.375	74.079	84.211	87.746	89.857	66.298	67.106	65.349	53.165	46.459	53.009	50.160	63.019	64.896	51.346	63.389	113.034	84.277	80.459	74.241	73.018	55.144	87.957	97.957	57.304	71.883	70.537	46.516	106.235	70.429	82.817	120.214	71.617	62.194	56.557
1020140000	36.45	72.538	80.765	73.598	62.682	62.552	53.410	95.419	89.836	75.061	95.397	76.413	86.054	68.670	66.982	68.219	84.868	85.333	92.116	82.088	64.077	65.284	56.270	43.514	51.438	52.543	59.660	61.188	56.231	59.495	108.026	77.893	72.670	70.857	72.372	45.337	88.431	93.829	51.225	71.396	60.130	54.720	103.296	64.402	87.243	116.436	68.224	60.574	56.113
1020180000	36.45	73.274	76.817	77.308	60.691	58.414	48.949	86.419	89.207	76.417	91.379	70.298	82.116	74.027	70.830	72.904	86.140	82.667	89.134	77.895	66.971	67.486	52.148	48.423	46.964	49.309	63.028	63.521	53.606	58.463	106.641	78.607	77.101	75.455	75.372	55.760	93.078	97.709	52.490	69.523	60.380	44.839	108.096	60.375	85.287	113.530	69.187	60.954	62.825
1050020000	36.79	78.735	80.243	82.846	54.918	60.422	60.419	92.462	87.241	76.313	93.052	77.298	81.107	73.107	70.125	71.228	83.281	86.579	91.402	74.158	67.808	66.587	55.009	40.847	53.509	53.213	63.283	60.167	55.942	59.274	115.667	82.223	80.183	72.125	80.770	46.106	88.431	95.735	53.569	71.144	66.148	48.269	110.313	67.562	87.043	112.564	72.346	57.722	58.000
1050060000	36.79	75.752	77.678	78.530	62.191	60.267	55.726	92.197	93.922	79.087	85.853	68.490	88.616	67.054	68.536	67.904	89.816	85.439	90.580	68.298	67.577	61.936	55.261	45.505	54.589	53.191	60.774	62.219	48.173	56.263	109.538	85.571	73.321	65.473	69.681	51.606	94.690	91.684	57.912	67.802	63.954	41.699	103.426	65.634	79.783	109.538	71.916	59.722	58.124
1050100000	36.79	78.573	81.478	78.462	60.145	60.052	57.726	94.265	94.129	74.922	97.759	70.702	86.205	73.446	68.464	68.447	82.070	83.211	88.491	71.912	65.740	66.679	53.887	47.495	49.125	52.053	63.057	63.427	46.712	56.568	110.838	82.518	78.661	68.580	71.080	46.856	91.129	98.162	54.980	65.297	65.009	51.849	106.035	66.875	84.070	111.026	69.916	59.324	59.299
1050140000	36.79	77.419	81.374	75.231	61.609	61.612	54.795	89.855	93.767	74.991	89.388	72.221	82.500	73.295	67.196	66.184	85.965	83.412	83.464	77.807	64.692	62.716	58.200	43.495	54.268	48.713	65.349	63.344	57.644	56.568	112.872	78.509	75.835	67.295	76.150	50.337	86.690	95.923	57.716	69.063	67.713	52.172	106.887	64.580	84.470	113.923	65.280	56.759	51.938
1050180000	36.79	76.385	79.191	74.513	57.573	57.026	56.000	91.214	85.457	71.087	85.845	76.663	89.089	72.009	69.446	71.289	90.211	90.632	91.259	75.272	60.798	62.771	53.913	50.432	53.893	51.979	65.962	62.125	48.875	57.674	109.453	85.670	79.890	68.893	72.611	47.894	87.672	90.872	55.059	64.829	61.472	46.419	102.739	62.732	80.322	120.684	74.308	58.481	60.206
1080020000	37.13	77.957	76.930	79.393	58.091	58.707	54.906	91.735	90.259	70.713	87.560	73.596	81.384	74.830	66.643	72.684	88.237	84.588	92.509	76.675	64.731	67.083	52.391	47.045	57.268	47.511	70.047	65.802	50.606	56.432	112.479	86.348	77.817	72.866	76.841	50.481	88.724	95.889	58.990	73.667	64.602	53.871	102.270	67.375	89.261	121.590	68.121	55.056	59.907
1080060000	37.13	80.983	80.339	81.803	62.736	61.905	57.607	94.385	89.155	75.209	93.078	79.433	90.518	76.438	73.161	61.658	91.333	89.175	90.205	75.982	67.413	68.459	55.426	47.360	51.241	54.553	72.774	66.177	53.712	60.505	110.778	80.411	76.963	66.714	69.354	52.769	87.112	100.368	57.088	74.108	64.130	51.462	107.435	64.830	84.661	118.479	75.336	59.676	60.423
1080100000	37.13	79.658	74.348	77.145	60.173	56.069	64.564	89.838	91.164	81.417	87.672	71.327	87.804	73.000	68.705	66.105	86.272	82.430	92.812	80.035	65.894	66.037	60.400	48.027	54.991	50.926	68.726	66.125	50.644	57.642	110.564	83.196	76.220	68.714	79.885	52.048	92.595	94.530	53.696	67.721	59.750	52.161	107.209	65.464	81.391	121.556	75.252	62.056	58.990
1080140000	37.13	77.966	79.730	77.410	56.255	59.009	58.701	89.761	89.431	74.609	91.216	69.596	86.152	71.196	72.161	69.570	93.053	85.175	95.705	75.658	62.952	62.413	51.957	47.432	51.893	51.851	68.896	66.115	52.519	55.347	110.239	81.045	79.413	70.330	78.062	45.442	88.845	95.419	55.647	71.324	64.602	52.022	107.678	65.616	83.687	117.111	70.308	56.750	58.351
1080180000	37.14	78.940	73.365	74.299	60.273	59.164	54.983	94.538	88.991	73.739	90.466	69.721	83.482	74.616	69.304	68.658	90.228	79.702	84.339	72.719	63.567	61.339	55.991	44.631	53.920	44.266	65.028	62.240	53.692	53.147	113.778	80.420	72.138	65.134	74.531	47.067	85.043	91.744	58.824	66.892	66.972	52.860	104.043	57.188	89.504	111.803	72.589	59.213	52.165
1110020000	37.47	80.590	82.539	78.966	64.973	57.724	57.145	93.735	90.017	81.183	94.845	76.731	87.759	73.116	65.768	67.991	91.763	89.000	92.321	76.289	63.519	65.560	53.209	42.595	51.366	50.202	70.283	62.323	57.404	56.411	109.043	83.018	78.826	67.964	75.018	55.673	92.095	98.179	53.422	68.315	65.602	51.075	112.139	67.500	90.670	117.530	73.869	61.546	60.660
1110060000	37.47	78.889	75.217	80.359	60.045	60.190	53.436	90.778	90.569	74.835	92.957	76.471	85.902	75.009	74.402	66.404	90.640	87.088	91.509	76.684	65.135	63.844	55.626	45.135	54.589	56.319	66.340	63.302	52.933	59.242	113.231	87.188	73.899	73.679	70.168	51.317	94.121	97.607	57.608	65.505	66.333	49.946	109.052	66.161	85.296	113.444	69.561	63.556	59.887
1110100000	37.47	80.957	79.696	77.137	64.073	59.638	51.829	91.949	86.259	74.809	93.983	71.846	87.750	73.527	73.179	70.596	93.772	84.088	90.116	78.298	64.231	64.138	53.157	48.793	48.652	54.287	69.915	60.969	56.769	54.874	108.615	84.366	78.624	73.170	73.513	52.433	86.983	97.692	59.167	70.099	63.583	53.753	107.243	64.205	84.887	113.795	69.981	61.065	61.660
1110140000	37.47	77.026	74.896	77.778	57.773	63.198	52.974	88.880	93.845	79.748	93.138	73.471	84.955	68.312	72.536	71.018	86.974	85.754	91.777	72.553	69.135	69.394	57.270	46.027	54.473	53.532	66.094	61.375	54.577	57.116	110.026	76.062	79.606	68.562	72.469	52.250	90.733	100.513	56.029	70.072	62.611	48.903	103.626	67.018	83.478	111.017	69.019	59.815	61.876
1110180000	37.47	77.026	83.843	75.744	58.045	61.655	56.103	92.667	89.259	74.087	87.897	74.317	84.277	73.286	75.330	68.939	86.930	85.518	93.482	75.825	62.981	66.183	55.330	43.514	51.420	50.319	64.028	60.760	50.019	59.032	112.043	84.509	74.477	68.375	73.699	46.827	88.810	94.496	51.578	70.216	63.306	46.462	109.730	63.750	83.817	115.068	69.084	64.000	57.649
1140020000	37.81	78.017	77.870	80.154	63.400	54.405	53.359	94.598	88.569	81.391	92.914	69.654	87.598	72.946	71.295	70.333	83.991	84.947	89.955	71.939	69.856	66.394	56.757	48.378	55.080	50.106	67.528	63.938	52.827	59.526	109.829	85.732	76.615	74.420	76.779	54.423	88.112	96.427	58.510	73.604	65.583	54.505	110.313	63.964	83.226	119.043	73.607	61.231	54.412
1140060000	37.81	75.778	76.478	76.444	61.227	57.207	55.291	96.974	93.534	75.835	96.509	68.212	83.438	74.920	71.446	70.009	92.053	87.860	91.107	74.886	66.846	67.220	53.539	47.180	50.384	50.638	62.934	62.135	54.712	62.895	112.043	80.125	75.046	68.634	73.602	48.904	83.414	97.282	52.892	65.802	63.343	52.441	110.287	66.232	85.322	114.838	74.234	66.194	54.412
1140100000	37.81	75.624	79.783	78.265	62.918	56.181	56.607	91.000	90.603	80.626	92.069	73.827	86.223	68.259	73.661	66.570	87.316	87.588	91.741	75.974	69.173	64.092	52.878	47.441	55.250	50.883	63.528	65.333	52.413	58.526	108.009	86.741	74.367	71.152	75.212	50.913	90.078	94.957	55.912	71.135	66.602	50.656	109.652	67.955	87.313	110.402	70.262	58.083	60.072
1140140000	37.81	77.564	78.157	79.496	62.627	58.828	54.137	89.368	88.845	77.052	91.750	71.135	85.179	74.982	71.304	64.658	89.825	84.105	91.857	80.526	60.404	61.459	52.261	47.306	59.545	53.723	68.698	64.333	49.144	58.147	109.607	82.429	82.147	73.455	74.097	53.971	86.612	97.111	59.431	70.297	63.222	49.409	110.061	66.562	86.748	117.752	74.290	59.139	62.021
1140180000	37.81	76.385	74.078	77.350	52.945	56.259	53.197	90.299	83.940	76.026	94.259	71.606	85.446	74.223	69.679	67.307	87.789	83.518	87.893	74.096	61.644	63.312	54.557	46.784	54.911	49.543	66.830	61.062	52.413	52.979	103.017	80.554	75.844	68.339	71.982	53.452	84.052	99.735	53.049	69.135	63.176	47.280	108.461	62.009	88.696	107.564	68.364	64.593	56.732
1170020000	38.14	77.504	80.270	80.744	60.100	63.716	55.590	95.197	94.543	78.357	93.862	75.308	87.348	74.589	74.723	65.947	93.263	91.026	91.312	78.956	66.327	65.541	57.443	46.495	46.661	54.872	67.028	65.458	51.029	60.842	111.692	83.268	78.284	69.152	80.451	44.087	87.647	101.427	61.686	70.270	66.463	49.645	109.235	64.277	91.452	116.650	74.187	62.472	60.216
1170060000	38.14	75.333	77.296	79.470	63.873	57.966	59.325	88.957	87.500	75.609	92.974	75.769	84.679	74.188	73.250	73.886	89.316	86.939	88.429	76.342	66.904	64.651	55.435	43.667	55.027	51.351	61.142	62.958	49.413	56.905	110.077	84.045	77.807	70.170	77.513	54.865	82.810	97.675	57.598	69.333	63.769	50.581	109.304	68.241	90.852	113.744	70.710	60.083	64.938
1170100000	38.14	78.299	78.843	75.709	58.145	58.793	54.684	91.231	84.888	78.591	90.052	71.817	87.214	71.554	66.973	66.509	88.386	82.649	86.312	77.061	59.865	60.642	54.530	41.964	51.312	51.415	61.811	67.260	51.413	53.232	104.205	79.446	73.651	67.080	74.389	50.375	84.905	93.872	58.843	66.054	66.111	45.118	101.504	69.688	81.939	119.547	69.636	56.889	54.887
1170140000	38.15	77.128	79.183	77.462	54.918	59.336	56.966	89.179	91.276	77.443	92.310	75.846	80.821	76.464	67.312	67.368	93.763	80.614	90.768	77.518	63.433	65.073	52.409	43.622	55.946	49.053	67.717	65.740	46.971	55.558	111.983	87.304	80.156	66.982	75.726	51.865	86.043	104.308	59.843	70.658	65.667	42.548	107.148	67.214	86.496	114.513	74.075	57.157	59.649
1170180000	38.15	79.068	74.643	76.838	56.536	57.991	59.538	94.906	91.362	75.991	88.940	71.327	78.098	76.777	68.830	63.789	90.035	87.360	89.634	77.342	63.952	61.550	50.139	42.883	50.170	53.596	68.821	63.312	54.875	57.989	106.504	84.348	76.917	74.696	68.628	44.269	84.259	95.162	56.961	75.207	67.759	49.140	102.365	64.259	86.991	114.521	70.467	62.907	60.330
1200020000	38.47	79.590	79.122	82.504	57.864	62.310	56.470	90.726	89.862	78.061	94.353	69.625	87.348	75.375	72.000	69.228	94.500	90.246	88.741	80.465	65.923	63.431	60.043	49.414	53.339	53.777	72.208	64.760	50.317	60.558	113.000	86.384	81.064	76.991	74.929	48.971	89.457	99.915	58.931	68.351	67.231	48.376	108.435	67.562	91.243	120.162	72.579	61.556	56.577
1200060000	38.47	76.026	79.704	79.154	59.473	60.224	55.359	93.735	91.267	77.296	95.250	73.971	84.643	74.643	69.455	69.070	88.254	83.430	88.509	76.711	63.221	64.294	58.096	42.000	52.839	56.468	66.726	61.354	53.856	59.326	104.632	83.812	76.229	63.098	78.788	50.452	89.448	97.932	57.000	69.550	66.731	51.194	112.791	64.411	94.591	120.077	73.701	56.648	53.928
1200100000	38.47	74.436	83.365	79.667	57.155	60.336	54.983	95.419	90.267	73.017	90.879	70.327	87.973	75.384	69.857	69.877	85.114	82.465	88.188	73.675	63.606	65.018	53.400	42.973	51.321	51.585	61.434	62.583	55.837	61.284	102.419	86.098	77.220	71.125	72.310	51.904	85.888	96.231	54.843	68.288	64.204	45.280	110.739	65.929	84.061	111.675	66.636	58.935	56.031
1200140000	38.47	76.188	80.617	77.846	64.845	58.267	59.991	92.239	90.353	81.974	94.043	71.702	84.277	69.402	71.893	60.465	92.228	84.570	91.607	77.719	65.240	60.761	58.348	50.144	52.598	48.926	63.547	65.031	54.808	55.695	108.624	80.152	74.495	64.304	81.018	50.144	90.612	98.487	53.529	72.360	62.750	52.376	106.070	62.786	83.591	115.145	68.888	58.546	56.680
1200180000	38.48	80.060	79.548	76.607	59.518	61.336	55.068	92.427	90.560	80.052	94.207	76.500	83.902	73.607	71.384	69.439	89.658	87.316	88.982	78.237	63.865	62.642	54.122	47.541	53.723	50.777	64.283	64.208	54.154	62.526	111.179	82.321	79.413	73.304	75.593	51.519	89.319	99.607	58.971	72.730	64.176	54.495	103.165	70.393	84.061	113.547	74.654	59.981	60.598
1230020000	38.81	79.607	82.009	76.496	59.245	59.948	55.744	91.256	92.362	75.791	91.397	74.692	87.964	78.188	68.920	68.991	91.825	90.439	90.188	75.404	61.625	66.459	53.017	47.108	55.295	50.840	69.604	62.156	56.760	61.042	112.120	84.857	82.330	74.634	74.513	55.740	91.086	99.342	57.569	71.441	67.167	46.806	110.557	66.696	88.278	123.795	74.570	59.741	60.330
1230060000	38.81	79.744	81.148	82.769	64.918	59.629	58.598	95.410	91.871	78.504	96.578	75.606	88.179	76.688	70.205	67.132	89.544	81.991	90.071	75.412	62.923	65.119	52.930	46.099	57.420	54.021	63.830	65.438	55.981	57.063	103.983	78.884	76.982	66.955	73.735	50.192	92.534	99.863	61.314	76.288	64.991	53.527	102.470	67.393	85.678	118.812	74.262	60.824	60.237
