DBG_2025.05.07_PM_F0_kin.TXTFluorCam7 Kinetics Export File
-----------------------------------
[us]	[?C]	B3	B2	B1	A3	A2	A1	C3	C2	C1	D3	D2	D1	C4	C5	C6	D4	D5	D6	B4	B5	B6	A4	A5	A6	E1	G4	H2	H3	G5	F5	E5	E6	F6	G6	F1	G1	G2	F2	E2	E3	F3	G3	H1	E4	F4	H4	H5	H6
390180000	29.40	74.214	72.704	82.761	62.836	55.595	56.444	91.504	88.328	79.113	85.379	76.587	87.527	76.804	69.777	70.632	87.693	84.061	86.402	77.447	65.452	64.807	47.183	44.144	56.946	46.191	66.358	59.094	48.721	49.253	113.034	79.045	77.835	68.705	71.947	53.721	90.250	95.188	59.245	68.189	64.972	52.430	104.574	63.170	81.391	109.889	73.916	62.787	66.000
420020000	29.74	82.085	75.617	83.940	57.391	61.457	50.103	90.624	91.043	80.409	91.060	73.250	86.089	74.205	70.768	73.360	85.263	84.904	85.143	75.281	68.481	67.807	51.600	42.171	53.830	47.160	70.057	60.948	52.087	57.263	112.915	82.125	75.028	71.411	78.611	53.913	92.595	97.231	55.392	68.658	65.056	54.677	105.278	66.429	88.504	117.256	69.056	64.731	63.639
420060000	29.74	79.966	80.991	81.145	61.364	59.371	52.846	89.692	93.034	75.330	91.621	81.817	93.286	70.598	73.759	70.684	85.307	90.404	90.679	73.184	62.673	69.202	54.313	44.937	53.821	50.787	64.755	57.729	47.048	54.758	115.624	78.643	81.339	73.616	72.150	52.654	90.750	96.120	54.784	70.423	57.676	47.398	108.339	70.875	87.130	118.077	70.888	62.056	62.887
420100000	29.74	77.863	78.748	80.675	57.882	55.233	56.530	89.427	90.328	81.052	92.603	78.510	87.652	71.455	69.045	70.404	90.333	86.140	86.491	78.842	66.923	66.404	52.765	39.189	53.009	50.096	67.264	60.156	51.356	52.305	109.504	80.170	78.505	68.759	71.903	53.452	91.474	98.419	54.265	69.225	62.972	47.140	106.139	63.268	83.557	113.812	65.654	63.269	64.928
420140000	29.74	75.530	74.948	79.650	59.518	51.767	50.419	90.786	87.983	76.200	90.888	74.038	83.250	76.205	67.536	67.316	83.956	83.325	88.804	77.719	69.337	65.679	53.270	42.613	58.661	46.872	62.849	58.750	47.510	56.537	110.359	77.946	71.101	68.902	73.531	48.827	88.991	93.453	51.725	65.261	60.324	49.903	105.800	62.277	84.757	111.376	71.916	63.417	59.722
420180000	29.74	72.624	74.661	82.675	60.645	54.759	58.000	92.761	89.216	87.113	94.698	76.096	87.696	74.080	67.812	72.421	85.526	85.412	86.893	78.272	61.288	63.716	51.278	43.252	51.884	48.479	65.925	55.844	52.067	49.779	107.154	78.607	75.138	69.920	75.230	56.423	90.681	97.009	53.735	67.820	67.241	50.817	108.922	66.679	83.313	115.556	65.654	59.815	62.722
450020000	30.07	75.744	76.139	78.521	58.455	60.103	53.419	92.274	93.319	82.730	93.681	80.010	86.518	68.679	72.000	70.167	88.325	88.175	81.696	73.132	72.202	72.358	53.983	45.829	53.616	51.691	63.726	55.656	51.933	58.021	110.675	81.616	74.972	72.125	73.062	53.519	85.621	98.162	56.176	71.261	65.028	51.925	107.817	70.982	87.565	116.538	69.533	62.519	64.784
450060000	30.07	75.239	76.287	79.145	61.727	56.103	54.949	93.333	90.957	79.974	93.888	70.760	84.241	74.170	73.955	69.026	86.307	84.684	87.036	75.175	67.394	63.321	50.504	40.892	53.384	52.319	60.377	56.885	51.750	55.221	112.974	75.205	74.339	68.589	73.000	50.154	87.698	97.171	54.324	70.072	66.093	51.323	105.009	66.402	82.183	114.504	69.327	60.667	66.464
450100000	30.08	69.453	78.287	79.137	64.445	60.371	56.222	87.615	88.466	76.670	94.534	74.712	89.607	75.839	65.152	69.000	87.570	84.465	90.393	75.430	67.490	67.138	51.339	39.865	52.223	42.894	63.377	62.542	48.692	57.021	108.795	74.991	75.881	71.393	70.726	51.163	85.000	94.410	53.931	71.730	59.954	49.946	99.983	62.125	85.574	116.846	68.766	62.694	57.144
450140000	30.08	79.641	77.087	75.068	60.055	56.621	54.444	91.188	88.328	80.539	91.440	73.077	82.732	72.304	64.241	71.588	89.123	82.456	85.714	79.693	60.365	68.899	56.313	43.766	52.848	45.926	64.868	55.198	53.529	52.137	111.556	79.134	73.468	69.214	76.080	50.635	84.724	95.786	55.186	65.532	64.796	48.366	104.904	61.491	80.270	123.376	71.308	61.630	61.928
450180000	30.08	74.906	72.878	78.017	59.573	55.897	52.359	95.607	92.655	77.174	92.509	75.462	87.161	76.964	68.241	70.377	86.798	85.930	84.955	81.754	67.510	62.972	53.026	46.297	53.098	50.947	65.887	60.458	49.115	58.084	110.521	87.714	77.284	72.339	72.496	44.606	82.422	96.761	55.461	65.324	60.343	44.570	101.557	64.964	84.791	118.504	74.103	66.241	61.753
480020000	30.41	70.299	74.800	82.632	61.100	55.319	56.103	87.265	92.397	77.835	88.741	72.365	89.571	76.500	74.946	71.991	91.000	92.228	85.045	76.175	63.788	66.202	53.513	43.919	55.902	57.255	63.547	60.396	51.077	57.263	114.291	80.902	74.917	70.188	75.000	53.192	86.690	100.376	53.539	64.955	65.528	48.183	108.948	66.062	86.878	117.786	73.215	64.620	64.124
480060000	30.41	78.393	70.426	76.470	60.155	55.940	52.692	89.932	92.147	80.965	89.224	76.692	84.232	71.295	73.661	74.360	87.518	87.070	87.866	72.605	67.298	65.266	49.583	50.216	53.652	48.670	65.368	57.104	51.981	58.632	114.538	75.562	75.826	71.661	75.611	50.212	81.733	93.231	58.137	67.910	63.185	51.667	109.965	60.929	82.765	118.795	73.121	64.306	60.381
480100000	30.41	74.214	78.548	78.718	56.436	54.948	54.949	91.966	95.086	82.287	93.966	73.221	83.348	78.946	76.375	72.965	89.114	83.105	92.250	78.728	62.558	67.633	51.374	45.297	55.723	52.745	65.462	57.146	52.846	56.779	108.436	79.911	82.596	71.277	75.239	51.096	85.767	98.128	51.304	67.189	66.806	56.108	104.670	64.830	85.774	118.889	70.402	64.593	61.608
480140000	30.41	69.906	78.557	81.205	66.373	58.991	53.376	97.462	92.293	75.113	86.629	71.404	84.598	73.625	67.812	65.140	91.737	85.588	90.080	71.298	62.587	64.532	56.461	42.766	50.955	50.606	65.255	59.417	51.260	57.989	113.034	76.232	79.670	69.000	72.708	52.375	85.552	95.128	57.049	67.865	64.426	47.495	109.165	61.991	83.948	114.197	69.822	62.852	58.629
480180000	30.41	71.274	77.209	77.786	54.736	49.940	58.641	93.111	88.612	77.183	87.966	74.192	85.616	71.839	69.554	65.596	88.921	87.149	83.152	76.447	64.337	60.670	50.148	44.838	51.161	52.277	60.670	59.583	52.096	60.084	113.222	80.098	75.945	70.500	67.407	59.462	87.371	100.188	54.873	67.495	63.204	44.989	109.226	61.741	81.704	111.231	69.280	59.481	64.763
510020000	30.75	69.068	76.400	80.094	60.800	58.819	56.496	94.325	85.647	78.452	88.190	70.471	86.125	77.661	69.795	72.807	83.579	86.886	91.652	77.842	64.625	64.018	52.643	42.171	53.750	49.160	62.047	60.010	50.106	55.442	105.778	73.929	79.505	79.125	78.947	49.596	91.897	94.009	52.176	65.387	63.167	49.484	103.678	59.598	87.009	115.462	71.206	63.574	61.052
510060000	30.75	75.342	78.270	79.205	66.482	58.914	55.675	95.410	87.379	79.826	88.474	75.279	87.062	78.455	71.893	66.684	89.772	87.123	88.384	76.465	71.183	66.128	54.165	45.432	53.125	50.298	71.575	52.677	48.779	62.958	109.726	75.607	75.367	72.812	75.381	51.683	88.931	95.915	53.941	65.423	65.898	46.720	107.652	64.705	80.052	117.470	70.056	65.472	65.381
510100000	30.75	74.111	80.983	82.915	63.182	59.991	55.581	89.761	86.647	79.304	94.534	74.644	85.205	74.143	69.277	67.096	90.991	84.377	89.777	72.877	67.750	64.193	48.330	44.928	53.902	48.543	64.887	62.771	47.990	55.232	112.094	80.071	77.229	64.741	68.752	48.635	87.802	99.444	49.010	65.721	61.065	48.613	104.974	59.277	85.730	120.179	69.000	59.824	54.351
510140000	30.76	72.402	74.957	83.128	60.909	58.534	59.308	98.684	85.241	76.417	93.897	75.644	86.848	75.196	71.580	71.281	92.868	84.500	93.661	76.675	65.442	64.229	55.209	42.640	55.268	49.521	67.340	58.917	47.692	54.905	111.675	83.205	72.128	69.670	67.248	51.760	89.905	95.410	53.392	67.910	64.204	50.312	104.409	68.348	82.061	116.658	71.402	60.870	63.639
510180000	30.76	77.419	72.478	78.863	60.636	55.578	55.325	92.513	93.241	79.287	84.629	78.250	81.893	73.946	68.402	67.026	86.605	81.009	90.491	74.553	66.625	66.450	54.052	43.622	51.732	48.213	62.500	57.781	47.817	56.768	111.453	82.188	77.789	71.607	76.212	50.404	84.026	95.043	54.971	66.117	60.324	48.258	98.922	60.911	81.652	115.376	68.467	63.528	63.247
540020000	31.09	70.573	75.748	82.291	57.800	56.483	56.274	90.932	90.284	77.504	90.000	73.885	88.375	74.607	69.464	70.684	92.623	87.000	87.536	79.851	65.337	69.532	54.974	41.279	54.134	49.766	65.481	60.188	51.192	57.221	108.120	80.009	78.450	65.330	76.363	50.865	83.991	99.333	46.608	64.595	67.593	48.613	108.087	66.732	86.904	116.846	70.757	62.593	60.495
540060000	31.09	79.239	77.470	78.897	63.191	57.716	57.103	94.564	88.052	78.574	94.983	78.288	89.384	76.402	72.938	68.825	86.930	87.807	90.607	74.868	62.163	72.495	52.339	48.775	55.107	55.106	66.972	61.583	47.894	54.221	114.385	79.509	75.569	73.821	76.336	53.538	89.517	98.872	55.422	73.766	67.796	46.462	110.330	64.491	86.626	117.761	68.047	61.389	64.361
540100000	31.09	71.744	78.713	81.752	60.573	61.672	58.188	86.385	91.845	78.748	87.500	76.423	87.893	73.920	72.688	67.974	86.614	90.202	90.080	69.860	62.875	65.899	53.478	40.919	54.938	48.617	64.887	61.115	49.173	54.884	108.419	79.375	75.917	70.670	75.257	52.779	92.905	97.667	59.245	64.486	66.759	51.817	106.670	67.250	83.209	115.718	68.103	55.370	65.309
540140000	31.09	73.291	77.635	78.487	65.973	54.983	54.043	100.214	86.888	76.165	90.707	77.702	83.554	73.705	65.562	65.930	90.342	85.877	89.580	72.184	64.125	66.477	51.496	42.748	52.946	47.702	66.500	61.177	47.942	53.179	113.598	81.080	73.339	72.286	72.398	48.490	83.422	97.214	55.196	68.658	60.019	50.269	105.557	60.589	87.409	121.667	70.636	58.463	65.557
540180000	31.09	72.974	75.470	75.667	54.464	60.379	53.983	95.385	91.241	76.200	86.647	78.385	89.500	75.125	69.304	65.658	83.509	82.132	93.375	72.728	64.298	68.899	55.365	44.360	55.705	47.106	68.585	61.250	47.490	60.021	107.966	77.884	78.101	70.196	73.035	46.856	90.069	99.111	54.588	70.631	64.741	48.591	106.626	65.777	82.635	113.615	74.411	61.398	69.134
570020000	31.42	72.162	75.643	81.991	59.436	56.310	54.923	93.949	90.259	79.452	89.026	76.827	85.027	76.634	74.188	67.763	88.640	82.728	85.839	80.298	71.827	68.890	51.400	46.586	53.018	52.298	59.632	55.521	46.019	60.547	109.684	77.000	79.826	73.125	77.920	55.135	86.759	94.957	56.951	67.144	62.454	51.828	107.322	63.946	87.043	119.889	73.131	65.361	62.608
570060000	31.42	74.932	73.843	82.419	58.564	57.595	52.838	88.197	93.241	73.800	89.629	77.865	88.259	72.938	69.688	70.298	93.991	92.333	88.750	72.000	57.654	67.826	58.391	41.180	58.152	47.915	65.906	58.667	48.760	54.242	112.709	80.545	71.092	76.232	72.956	55.394	86.974	96.376	50.304	68.838	65.981	45.968	102.704	64.589	86.357	120.897	70.477	64.491	63.052
570100000	31.42	74.846	79.896	79.171	61.118	57.414	54.983	91.145	90.009	76.035	93.103	74.481	87.312	69.232	70.098	69.693	86.246	84.281	87.304	81.825	68.356	65.679	52.974	42.685	53.054	52.245	68.943	62.604	53.135	57.316	108.094	80.580	73.945	70.473	78.451	46.615	90.776	97.154	54.951	72.468	58.194	50.032	105.226	69.420	84.470	115.940	68.336	61.981	65.247
570140000	31.42	79.983	74.348	85.393	58.727	56.828	54.410	94.632	89.017	81.922	88.491	74.827	80.054	76.848	69.616	69.746	90.456	87.053	84.402	75.175	61.404	68.514	57.104	44.108	53.161	49.862	66.283	55.646	49.740	55.726	109.846	80.009	75.743	66.054	72.540	48.779	90.897	100.496	58.196	67.793	62.861	48.925	108.696	64.143	88.217	115.487	74.720	65.185	66.392
570180000	31.42	69.547	73.870	80.624	60.318	54.422	55.077	94.197	91.672	79.026	89.112	76.779	90.884	73.723	63.938	69.544	84.219	83.254	87.179	72.219	66.856	70.165	55.087	42.856	55.125	49.011	64.340	59.396	54.269	52.474	107.974	77.188	72.936	68.259	71.363	50.538	91.509	97.350	54.725	66.279	64.815	51.516	107.765	69.357	82.026	114.658	67.664	61.250	61.784
600020000	31.75	75.000	72.800	81.299	67.318	57.733	53.444	96.513	87.259	77.461	92.991	74.663	82.134	72.991	73.938	65.886	90.763	88.868	85.580	74.246	66.106	67.789	53.574	40.883	49.750	53.383	63.170	58.573	51.865	54.747	110.615	85.170	80.752	73.482	74.655	49.125	92.509	97.675	54.392	66.162	65.343	53.462	106.991	65.045	88.922	120.966	71.561	61.389	64.041
600060000	31.75	76.684	76.191	84.778	63.200	58.491	59.513	95.299	89.828	77.626	91.379	75.837	89.786	73.509	70.009	71.377	91.061	86.921	89.357	80.386	68.404	66.936	51.557	43.495	50.429	48.968	64.858	58.719	55.750	61.200	111.376	82.241	76.312	65.812	71.513	55.135	90.405	99.590	56.402	73.351	67.574	54.581	107.800	61.170	81.530	118.949	69.196	63.676	58.175
600100000	31.75	71.385	73.670	76.051	62.464	58.121	56.949	95.991	89.793	75.087	88.466	78.250	84.589	76.920	68.491	66.114	85.219	85.781	84.438	77.509	66.529	67.872	50.904	44.369	50.446	53.138	66.528	57.771	47.135	52.600	108.436	82.643	80.431	70.616	77.204	46.913	90.819	91.402	52.725	63.243	66.296	56.409	106.374	65.518	87.357	117.675	68.009	61.750	61.536
600140000	31.75	74.564	76.930	75.983	58.018	56.586	52.983	96.060	94.526	80.061	90.957	69.702	84.589	75.384	71.098	71.526	88.833	83.684	91.652	73.158	65.529	70.312	53.409	44.721	53.562	53.309	67.453	51.771	54.019	56.800	113.496	78.920	74.890	75.348	72.876	50.308	85.138	100.068	51.588	64.883	62.759	49.054	105.548	63.152	87.304	118.547	68.402	58.731	59.619
600180000	31.75	75.547	75.417	80.111	51.282	54.957	52.983	91.923	89.940	81.417	92.259	73.356	86.312	73.116	67.536	70.175	90.114	86.474	88.679	76.018	65.981	65.018	49.678	42.766	54.518	48.830	65.509	60.510	45.077	58.505	112.026	78.411	74.037	71.759	72.292	45.692	84.198	96.752	50.843	66.703	60.583	47.935	106.878	63.036	79.687	111.034	71.150	64.231	64.722
630020000	32.09	73.889	73.487	78.573	60.155	58.836	54.342	94.436	87.940	78.061	94.276	78.519	82.723	76.366	74.045	67.526	90.342	91.395	88.339	78.561	66.606	62.431	49.730	43.018	54.670	52.660	74.321	61.562	54.067	56.200	112.145	78.911	77.284	67.071	72.381	50.942	88.034	95.410	54.892	70.162	65.694	53.452	106.096	63.857	86.357	113.556	70.121	58.824	61.794
630060000	32.09	70.581	77.252	78.162	57.445	56.017	50.436	91.709	86.879	77.757	93.147	75.510	81.768	74.562	71.982	72.439	94.746	82.430	94.080	74.675	69.692	65.037	53.513	41.712	52.089	53.223	67.132	60.083	43.538	58.295	111.077	81.705	82.339	72.848	72.779	49.029	84.879	97.906	55.137	66.658	64.185	51.516	108.852	60.473	86.209	115.504	70.617	62.963	58.206
630100000	32.09	76.239	74.017	77.145	58.955	59.491	53.761	89.863	89.647	75.026	94.190	68.269	87.339	70.482	71.732	66.728	87.754	83.368	91.580	74.018	61.942	62.991	54.478	45.721	49.732	45.734	63.425	56.552	52.625	59.611	108.735	77.830	76.706	69.732	75.699	50.654	87.802	97.940	56.029	67.784	63.370	52.699	106.574	61.438	88.183	112.915	67.701	61.176	64.423
630140000	32.09	76.299	76.513	78.051	59.755	56.802	53.051	89.709	86.672	81.670	94.534	75.913	84.571	73.188	67.429	70.088	89.088	86.711	86.714	77.588	62.587	67.330	49.252	41.090	52.411	54.298	65.349	52.635	49.500	60.200	112.607	80.920	75.459	68.357	71.982	51.250	91.310	95.701	54.892	66.541	61.639	47.763	102.052	65.429	92.478	118.487	69.822	61.546	59.113
630180000	32.09	74.120	76.026	76.932	59.282	58.302	54.188	90.402	93.147	78.548	89.138	80.163	90.795	76.018	70.634	64.868	91.667	87.132	92.786	79.079	63.913	71.477	50.035	40.225	51.893	54.000	64.821	65.969	48.048	59.168	106.547	78.339	72.339	68.036	78.637	56.990	88.405	95.786	52.275	64.117	65.167	48.075	103.574	65.455	80.757	115.162	69.411	63.898	61.000
660020000	32.42	79.333	70.617	78.128	62.364	52.879	54.650	92.453	92.302	78.061	91.129	71.779	90.795	73.027	72.955	70.219	89.904	89.219	91.018	78.737	68.471	68.101	53.435	48.090	52.366	49.138	66.623	56.844	51.337	52.726	104.974	77.938	79.706	76.420	80.354	53.885	87.724	100.949	58.500	68.126	67.250	50.677	105.504	62.348	86.217	121.265	69.047	61.204	59.216
660060000	32.42	78.675	72.322	74.299	60.445	56.690	57.761	93.556	90.000	78.496	93.172	77.125	85.357	73.446	69.071	69.579	85.974	84.570	88.875	77.360	64.269	67.697	53.322	42.649	53.982	49.500	68.132	58.615	54.125	62.842	109.667	80.125	75.679	73.562	73.717	47.404	85.293	98.923	55.441	67.784	63.407	52.688	106.774	60.589	85.000	117.385	70.972	61.509	62.206
660100000	32.42	74.325	73.157	83.487	64.355	54.819	55.026	95.197	87.552	81.287	93.017	75.327	86.973	80.170	71.098	71.491	86.333	83.351	90.339	72.526	64.529	69.321	56.922	40.072	55.098	46.734	66.245	61.594	52.106	54.779	107.299	75.357	78.550	71.286	77.327	51.442	86.897	94.650	49.569	71.829	66.361	47.312	108.513	65.598	81.513	113.949	70.589	57.852	62.835
660140000	32.42	71.308	77.009	78.744	58.391	58.302	50.726	90.462	87.741	80.191	94.707	74.615	90.491	70.357	69.964	67.237	92.096	90.070	91.393	76.307	66.288	70.624	55.896	41.360	55.518	50.074	64.840	65.146	52.096	55.189	111.171	78.393	77.982	73.402	79.531	50.519	80.009	94.573	51.108	67.225	66.241	50.172	97.791	62.554	85.957	115.077	69.738	61.731	58.784
660180000	32.42	70.333	73.400	80.530	61.082	57.078	53.607	90.487	87.181	74.565	92.466	77.346	88.196	71.241	67.089	71.035	84.860	87.667	92.938	80.421	66.663	67.670	50.157	43.505	56.652	51.670	69.642	55.781	49.760	59.674	109.863	77.821	76.670	71.232	76.982	50.519	89.569	90.974	55.667	65.018	63.000	46.968	105.070	70.759	83.887	111.581	71.477	62.111	66.093
690020000	32.76	76.718	78.278	77.949	66.318	59.491	52.556	97.197	90.776	80.965	92.578	74.952	86.491	77.830	72.393	66.781	87.281	88.658	91.866	80.789	64.923	68.128	59.522	45.730	55.259	50.777	68.698	57.812	49.567	55.779	111.308	77.339	75.550	69.688	73.097	47.510	87.724	98.487	58.422	63.063	70.870	48.473	107.670	64.732	85.157	113.778	75.832	67.778	58.577
690060000	32.76	76.547	75.643	83.957	59.936	58.810	51.410	89.128	92.267	78.652	92.422	70.442	83.509	70.062	70.750	62.412	91.614	89.412	91.679	73.289	65.048	67.349	54.270	41.162	51.509	49.926	63.887	59.375	50.240	56.095	114.692	77.170	70.578	68.348	75.735	50.702	88.379	93.530	55.716	71.604	65.963	47.871	103.313	59.946	81.470	120.145	70.439	59.176	62.948
690100000	32.76	77.564	74.017	78.667	60.455	53.517	55.598	97.094	92.724	74.800	89.595	72.952	85.357	69.330	69.955	68.009	90.684	86.570	87.277	78.693	62.404	72.615	51.591	38.514	49.116	43.872	62.538	59.125	56.337	52.653	103.966	79.857	75.706	70.616	76.398	48.308	89.457	93.650	51.029	69.649	67.870	51.591	105.670	70.018	85.609	115.077	70.243	56.880	62.629
690140000	32.76	68.889	71.878	77.017	57.318	55.095	57.000	91.581	92.552	77.574	91.905	73.298	82.134	67.920	66.000	65.561	90.281	80.342	92.125	75.781	60.106	65.046	53.800	42.892	51.357	44.394	63.019	54.094	49.019	53.779	106.897	73.679	72.743	73.179	70.142	49.596	87.819	93.419	52.422	66.712	60.352	45.860	104.400	65.268	80.826	115.675	68.215	62.657	63.206
690180000	32.77	78.034	72.948	80.128	63.982	56.741	55.675	92.051	82.621	76.417	93.707	69.856	87.732	78.339	67.339	61.009	87.632	84.605	92.955	79.096	63.779	72.000	55.609	45.757	53.241	50.617	68.792	63.240	48.317	59.295	108.701	80.045	72.367	68.777	73.088	51.250	82.147	94.949	53.775	66.964	60.602	47.032	105.930	60.741	83.548	114.897	66.832	59.796	61.670
720020000	33.10	76.419	76.774	78.735	61.873	57.845	52.316	93.368	90.629	78.617	91.466	74.558	87.857	74.750	73.545	68.535	85.228	88.702	89.125	76.904	69.702	68.468	53.861	49.072	53.321	46.457	66.368	61.667	53.894	62.211	112.205	81.920	79.165	73.259	73.239	49.394	80.862	92.598	54.657	65.505	64.880	52.495	107.313	58.768	85.417	116.103	77.411	63.741	60.577
720060000	33.10	73.145	72.209	82.504	59.255	53.362	55.855	100.974	87.931	74.957	89.707	73.048	84.411	70.170	74.116	70.333	83.053	86.877	88.857	74.175	63.442	67.927	50.591	43.883	52.580	52.213	68.245	58.635	53.106	60.505	104.573	79.330	81.028	67.741	72.239	54.865	88.517	99.530	55.569	61.577	66.796	56.140	102.383	62.696	80.330	118.427	73.748	60.778	62.340
720100000	33.10	73.957	79.843	78.274	56.382	57.724	55.650	88.538	88.828	70.417	87.060	74.298	86.982	71.375	69.732	65.649	84.404	86.693	87.723	77.360	65.000	68.706	55.235	45.432	53.821	49.702	66.453	60.917	49.760	56.263	110.316	80.277	80.028	71.661	71.513	46.327	84.509	98.547	56.451	67.306	65.917	50.484	108.200	61.661	86.513	117.778	68.561	62.398	60.670
720140000	33.10	67.778	70.791	78.188	57.200	55.716	52.897	89.624	87.603	78.087	90.422	67.327	82.580	73.116	71.134	73.070	85.421	89.816	87.518	73.167	71.606	65.495	52.817	42.288	53.268	53.819	67.934	60.062	48.365	55.168	102.282	79.768	79.615	67.045	76.221	51.462	88.983	95.111	54.912	65.550	61.898	48.742	106.974	59.634	82.287	114.462	75.140	62.343	61.175
720180000	33.10	78.385	72.687	79.487	51.964	54.379	55.667	89.376	85.345	73.496	90.129	74.962	84.214	74.446	70.491	68.184	93.395	87.061	86.625	78.053	67.462	63.229	56.591	41.775	52.946	51.319	64.151	53.062	55.250	52.600	109.846	80.473	76.376	68.152	72.310	54.750	85.147	94.889	51.324	68.703	62.676	49.989	102.548	59.732	89.504	118.957	72.766	63.556	64.670
750020000	33.43	76.231	76.548	82.838	63.991	61.147	56.274	98.538	93.810	83.478	93.940	72.183	87.304	76.875	70.393	67.386	93.702	87.360	87.679	78.509	67.221	68.982	53.513	41.180	52.062	52.223	65.208	65.406	52.577	55.116	109.000	79.464	78.275	73.920	76.354	56.721	92.517	97.667	55.520	71.613	67.620	50.634	107.148	61.527	90.409	119.735	72.271	58.861	61.691
750060000	33.43	74.026	74.783	80.419	60.900	57.207	58.359	90.085	89.155	74.035	95.276	75.500	88.723	70.161	73.429	65.877	85.544	89.351	84.268	74.632	65.712	65.505	54.278	42.252	51.330	53.543	65.019	58.969	49.135	54.568	109.932	76.571	77.679	70.938	75.372	51.971	90.052	95.940	61.245	67.405	69.028	54.484	102.774	61.241	87.904	120.205	70.822	57.898	59.639
